 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares,data_channel,weekday
468.162,5.0,74.75182,670.84595,1.0,569.52655,0.0,1.0,0.0,0.0,4.796959,4.0,4.0,407.56866,148.99062,4600.0,843300.0,328002.8,1043.1866,3217.0835,2308.243,39569.598,30666.195,35730.12,0.7957324,0.052316643,0.050001163,0.041118402,0.050003897,0.37073487,-0.015013888,0.043014944,0.056488387,0.43717957,0.5714286,0.3743291,0.1,1.0,-0.37933797,-0.6,-0.25737512,0.2,-0.2353223,0.27272728,0.2425724,149.32841,2,3
23.46748,9.0,335.0,0.5969162,1.0,0.7931191,8.0,0.0,1.0,0.0,4.877744,10.0,-1.0,543.25024,148.17912,1500.0,843300.0,178514.42,1009.80817,3401.3594,2064.6008,0.0,0.0,0.0,0.020004371,0.020003824,0.9194889,0.020000862,0.020018421,0.34776476,-0.1111436,0.0,0.012483123,0.46666667,0.5562114,0.0,0.1,0.0,-0.41666666,-0.8,-0.3,0.0,0.0,0.5,0.0,2000.0,5,4
478.64896,2.0,3331.4683,0.39144292,1.0,0.5193322,155.41255,1.0,1.0,8.0,4.91711,7.0,4.0,2.4553075,13.807035,0.0,843300.0,186849.75,0.0,3216.2334,1679.683,0.0,0.0,0.0,0.028585032,0.02858896,0.88479334,0.028577616,0.02857337,0.32533666,-0.015397953,0.0,0.016773827,0.38228872,0.6,0.2667179,0.0,0.6,-0.22928375,-0.8,-0.05,0.0,0.0,0.5,0.0,52.538326,5,0
96.27053,13.0,698.9935,0.44787663,1.0,0.60238147,12.0,1.0,5.0,0.0,4.808488,9.0,-1.0,176.0,70.08687,0.0,843300.0,210750.97,0.0,3481.8003,2027.3372,1300.0,1300.0,1300.0,0.020756444,0.022222547,0.022223217,0.020171514,0.89865685,0.4650691,0.216137,0.066083744,0.0066612647,0.9166667,0.07225827,0.34994534,0.0625,1.0,-0.1862884,-0.4,-0.1,0.0,0.0,0.5,0.0,2800.0,4,4
345.0,7.0,140.74724,0.6850619,1.0,0.82796013,1.0,4.0,0.0,5.0,4.728424,1.0,-1.0,714.91003,327.60352,765728.0,843300.0,128812.25,3429.5688,4067.0034,4414.555,46345.66,13900.0,20814.855,0.03370103,0.41369978,0.70194274,0.05000075,0.43886316,0.4516755,0.1854868,0.0781651,0.004743947,0.85,0.0,0.0,0.0,0.5,-0.21035156,0.0,-0.3,0.375,0.06818182,0.0,0.13403344,1969.4879,3,0
729.86163,12.0,72.27355,461.96793,1.0,0.9362676,2.0,3.0,0.0,21.0,4.3829107,6.0,217.0,661.9129,429.3013,2300.0,0.0,6942.635,1612.4619,0.0,2133.2288,55798.92,99369.336,81535.71,0.033334117,0.033700846,0.05000149,0.9110279,0.02876393,1.0,0.65493906,0.15547436,0.016234579,0.9166667,0.07626481,0.97156274,0.5,1.0,-0.2921793,-0.33333334,-1.0,1.0,1.0,0.5,1.0,1600.0,0,4
267.08832,6.0,259.0,0.63246226,1.0,0.71183425,34.0,2.0,11.0,0.0,4.484114,8.0,-1.0,1700.0,484.7251,25671.863,843300.0,269718.28,3464.3696,22268.512,17931.37,14652.372,8200.0,9078.373,0.028574571,0.02857571,0.028572345,0.38149357,0.3598901,0.7463359,0.27814472,0.040304065,0.008338347,0.81336546,0.19349484,0.5154185,0.1,0.8,-0.20491754,-0.4,-0.071428575,1.0,-1.0,0.5,1.0,2000.0,0,5
217.0,10.0,708.6148,0.43687704,1.0,0.567967,8.0,4.0,13.0,12.0,4.381988,7.0,-1.0,292886.28,42702.02,19743.203,843300.0,284525.75,3193.9153,298093.9,43480.39,1200.0,1800.0,1800.0,0.02857263,0.25427553,0.028703023,0.7996495,0.02857363,0.43150732,0.060130183,0.029158542,0.0077917445,0.78571427,0.22222222,0.3,0.1,0.7,-0.42900312,-0.8,-0.1875,0.0,0.0,0.5,0.0,1500.0,0,1
496.0,13.0,8468.339,0.0,1.0,0.0,289.16376,114.66946,125.41087,0.0,4.758643,10.0,4.0,602.1994,259.9438,1800.0,843300.0,28434.684,929.49945,3256.8286,2193.781,0.0,6900.0,1658.2255,0.020003075,0.36586517,0.025002033,0.020001046,0.53139395,0.54909676,0.14606726,0.03924067,0.02541402,0.6042763,0.39086518,0.46834302,0.033333335,1.0,-0.24006128,-1.0,-0.05,0.0,0.0,0.5,0.0,1600.0,1,3
93.06516,13.0,107.09326,0.654788,1.0,0.6352725,4.0,2.0,3.0,1.0,5.602849,3.6251569,-1.0,215.0,38.427452,686349.9,843300.0,843300.0,3270.595,4661.7705,4177.988,96880.5,101758.19,97199.914,0.7444892,0.05000781,0.050486565,0.040105436,0.05000003,0.35870156,0.1259106,0.11303556,0.0034707708,1.0,0.0,0.0,0.0069445185,0.5,-1.0,-0.5,-1.0,0.1,0.16666667,0.4,0.13636364,7967.122,2,1
364.18716,8.0,2498.8901,0.4144685,1.0,0.47176358,274.12454,113.89983,22.0,0.0,4.90589,8.0,-1.0,2036.8818,547.83936,2000.0,843300.0,292087.94,1468.137,8607.819,4028.9778,0.0,843300.0,837242.6,0.6594289,0.022235474,0.03333389,0.025000269,0.3064362,0.45436272,0.10259641,0.028570885,0.0046087406,0.8333333,0.14285715,0.32134196,0.033333335,0.7,-0.47949052,-0.7,-0.16666667,0.5,0.5,0.1,0.6,1500.0,2,3
230.17032,10.0,135.25926,0.6826799,1.0,0.8440554,2.0,1.0,1.0,2.0,4.909442,3.0,-1.0,248540.52,42179.867,140136.64,843300.0,843300.0,3610.947,295955.9,43504.906,843300.0,843264.06,785586.25,0.7999974,0.0666687,0.19812118,0.040089637,0.121257976,0.5226505,0.1598618,0.07800781,0.005809718,0.9660648,0.06816176,0.35771447,0.033333335,0.6,-0.8045101,-1.0,-1.0,0.16666667,0.0,0.5,0.0,1300.0,2,3
728.0,2.0206628,938.07074,0.0,1.0,0.0,83.584946,51.321423,73.224556,1.0,5.4593434,8.0,217.0,519.0,412.12698,0.0,51900.0,0.0,0.0,2368.9814,1643.6346,732.83936,10846.975,2493.0183,0.025000235,0.025002124,0.02000527,0.0222246,0.91987497,0.37625852,0.4975612,0.03474075,0.0,0.90909094,0.0,0.5319401,0.1,1.0,-0.18050528,-0.4,-0.125,0.3,1.0,0.0,1.0,1800.0,4,4
423.0,9.0,278.43765,0.6391504,1.0,0.80430067,13.0,11.1611185,0.0,0.0,4.5199933,10.0,4.0,473.0,195.58353,1440.6243,843300.0,224104.39,687.86,3553.3618,2234.9492,816.5197,16677.83,6500.0,0.9234239,1.1245197e-05,0.0,0.0,0.0,0.4298311,0.32138634,0.07242722,0.003903307,1.0,0.0,0.4024029,0.05,1.0,-0.27056736,-0.4,-0.3,0.0,0.0,0.5,0.0,518.16235,2,1
731.0,12.0,2243.645,0.0,1.0,0.0,80.47897,83.87242,48.96389,0.0,4.5274405,10.0,4.0,211.0,411.77805,2000.0,0.0,0.0,591.7707,0.0,0.0,460.42105,7187.0874,1900.0,0.020001803,0.020006893,0.02000011,0.020000458,0.9199565,0.487381,0.28226483,0.06885471,0.009009009,0.8807185,0.06861441,0.3857865,0.05,1.0,-0.19166666,-0.4,-0.05,0.3,0.25,0.2,0.21472679,1300.0,4,3
8.000289,13.0,370.3699,0.6245196,1.0,0.7552974,5.0,1.0,2.0,0.0,5.6099567,4.0,-1.0,565.5309,157.00183,2300.0,843300.0,253676.56,701.90155,3055.4866,1919.6742,939.67017,1094.5505,980.1593,0.4847172,0.041846443,0.7152912,0.050000377,0.12771095,0.310436,-0.046746165,0.019584954,0.013870654,0.55178255,0.44444445,0.11058305,0.033333335,0.375,-0.47107497,-1.0,-0.3,0.5,1.0,0.0,0.95951277,560.2509,5,3
477.56506,8.0,0.0,679.3368,1.0,608.68896,0.0,1.0,0.0,4.0,4.7329717,9.0,4.0,629.61194,221.82806,4700.0,843300.0,328264.84,1921.3875,5943.763,3889.653,1400.0,1300.0,1300.0,0.022479147,0.025000932,0.025001843,0.8994925,0.022223726,0.66544306,0.48536685,0.15547645,0.0,1.0,0.0,0.4001206,0.1,0.75,0.0,0.0,0.0,0.7674644,1.0,0.224237,1.0,17944.074,0,0
32.46609,13.0,142.0,464.55212,1.0,0.97484994,0.0,1.0,0.0,1.0,4.3026342,7.0,-1.0,488.0,144.42786,210300.0,843300.0,243317.11,3580.6404,8705.866,6037.1006,20520.121,14782.278,21550.918,0.02533046,0.83985806,0.022224559,0.025002573,0.025028393,0.4255393,-0.14162439,0.0,0.010125343,0.0,0.87405896,0.70564854,1.0,0.5,-0.7385301,-0.5,-1.0,0.4,-0.5,0.14371477,0.4,2000.0,1,4
549.0211,5.0,8473.479,0.0,1.0,0.0,302.7204,115.985825,126.28297,0.0,4.92182,8.0,4.0,1800.0,493.8743,0.0,843300.0,161258.73,0.0,7292.396,3593.0764,0.0,843300.0,802063.25,0.02857604,0.028571874,0.16934064,0.8845527,0.025002042,0.535532,0.091674075,0.040418196,0.025124414,0.61538464,0.375,0.4130988,0.0,1.0,-0.33319587,-1.0,-0.05,0.7,-1.0,0.21111111,1.0,3485.8716,1,1
212.0,6.0,8473.466,0.0,1.0,0.0,299.44287,110.81095,3.0,90.84769,4.61542,3.0,-1.0,701.5675,233.1574,35636.074,843300.0,315713.25,2390.2603,3399.4717,3030.6265,0.0,10943.389,2100.0,0.64017624,0.2792569,0.744058,0.06694563,0.35316616,0.63250476,-0.03340503,0.08038463,0.15448679,0.53836393,0.5358493,0.5618874,0.0,1.0,-0.83829105,-1.0,-0.1,0.5,-0.50362986,0.045454547,0.5,3300.0,3,1
140.05956,14.0,1644.5731,0.0,1.0,0.46136817,7.0,8.0,11.0,2.0,4.163085,6.0,-1.0,0.0,-1.0,18537.033,843300.0,296770.22,1901.947,3470.4058,2651.2527,680.93317,8508.795,2981.1162,0.028620837,0.029191371,0.033334013,0.02862018,0.8805203,0.41394147,0.04807103,0.033947457,0.026528796,0.5438043,0.4602108,0.32166868,0.1,0.7157475,-0.2326979,-0.7,-0.05,0.5,0.40818524,0.045454547,0.40652657,2200.0,4,4
8.000212,9.0,102.89904,0.866905,1.0,0.93250984,0.0,1.0,2.0,0.0,4.745766,9.0,-1.0,676.0,161.07443,7882.686,843300.0,307714.6,2046.6514,4060.2168,3340.8953,843300.0,813925.56,557850.1,0.022225963,0.7992025,0.020017397,0.024388172,0.41605136,0.50309664,0.261086,0.1508505,0.010908873,1.0,0.035852604,0.3060867,0.1,0.6,-0.22463265,-0.25,-0.4,0.26150927,-0.2,0.22272475,0.13636364,17116.283,0,1
492.0,2.439141,1031.2229,0.0,1.0,0.0,0.0,1.0,26.0,0.0,4.105762,7.0,4.0,381.4432,158.21786,86744.555,843300.0,196174.4,3592.6829,6711.4175,4895.733,23177.611,21900.0,24681.523,0.029561115,0.029892607,0.028612815,0.040000107,0.80070555,0.7610304,0.0,0.043749895,0.04429896,0.5008894,0.5,0.41797215,0.1,1.0,-0.4297467,-0.8,-0.15555556,0.0,0.0,0.5,0.0,24780.031,4,3
8.108681,8.0,311.0,0.6231515,1.0,0.8071261,0.0,1.0,1.0,0.0,4.401522,1.0,-1.0,0.0,-1.0,843300.0,843300.0,843300.0,3574.711,3454.465,3746.9417,1200.0,1300.0,1400.0,0.13118052,0.5003279,0.7333246,0.3978592,0.2676233,0.50671816,-0.0743913,0.029362703,0.03874477,0.2547631,0.5555556,0.25956786,0.05,0.5,-0.30299532,-0.6,-0.05,1.0,-1.0,0.5,1.0,993.087,5,3
35.90481,10.0,111.51734,621.3194,1.0,249.68797,0.0,1.0,1.0,0.0,4.7461696,6.0,-1.0,488.0,126.559105,23668.426,843300.0,287235.7,2908.7837,5172.5503,3774.5232,1500.0,1400.0,1443.6115,0.02862865,0.883882,0.028604286,0.033422697,0.033334676,0.43482563,0.0,0.04904002,0.06108344,0.41903827,0.5857836,0.35626233,0.3,0.5,-0.25103337,-0.3888889,-0.4,0.0,0.0,0.5,0.0,1900.0,1,4
677.9387,14.0,140.69466,0.6840261,1.0,0.83217216,3.0,2.0,1.0,0.0,4.320605,7.0,217.0,1400.0,594.96906,2300.0,617900.0,115287.2,1423.5278,3559.9731,2816.8506,843300.0,842167.1,696925.9,0.53873533,0.028574243,0.033334892,0.028571745,0.6152074,0.56570333,0.38338956,0.10009384,0.010473743,0.9,0.09090909,0.45210448,0.16666667,0.8,-0.13319711,-0.125,-0.1,0.5,0.3,0.045454547,0.3,1800.0,4,3
493.15448,2.0,2586.8145,0.0,1.0,0.24005346,25.0,9.0,29.565638,0.0,4.2932196,8.0,4.0,740.9968,267.54694,3900.0,843300.0,189961.3,1579.4291,6646.2827,4043.3823,10708.792,10100.0,8050.987,0.025381913,0.025442777,0.028575964,0.74850285,0.21951227,0.52719027,0.09925995,0.04666953,0.027701262,0.6253102,0.37720358,0.4238469,0.0625,1.0,-0.39156747,-1.0,-0.05,0.0,0.0,0.5,0.0,9126.569,0,4
74.129745,9.0,281.16122,0.61729,1.0,0.7913425,1.0,1.0,1.0,1.0,5.151219,9.0,-1.0,1700.0,396.71497,0.0,843300.0,171457.64,0.0,3481.8,1777.5948,686.00085,0.0,0.0,0.020208236,0.020132076,0.9199914,0.020064108,0.02047422,0.0,-0.1522694,0.0,0.012533064,0.0,0.96039027,0.5115287,0.58417904,0.5,-0.22492018,-0.5,-0.05,0.0,0.0,0.5,0.0,58.86151,5,1
293.31442,9.0,947.01117,0.46895313,1.0,0.6248446,45.771465,0.0,1.0,0.0,4.7511883,9.0,-1.0,1600.0,447.622,2100.0,843300.0,315344.25,1594.6165,5313.621,3375.2297,0.0,0.0,0.0,0.8851222,0.02065942,0.028571846,0.022236127,0.022223044,0.431462,0.1261199,0.040776078,0.015187955,0.72727275,0.26923078,0.323886,0.0,0.8,-0.24714741,-0.6666667,-0.1,0.0,0.0,0.5,0.0,1800.0,2,1
30.21264,13.0,7348.385,0.0,1.0,0.0,5.0,5.0,1.0,90.816154,4.2993627,6.0,-1.0,519.0,150.25375,11728.054,843300.0,265212.44,1883.092,3681.1182,3043.0515,936.21173,3100.0,1668.2195,0.02964278,0.79982895,0.04000204,0.033344194,0.040000476,0.5055794,0.14872809,0.06388462,0.02016358,0.7622131,0.24624062,0.4388367,0.05,1.0,-0.5557442,-1.0,-0.05,0.0,0.0,0.5,0.0,9643.804,1,0
89.408226,9.0,144.0,0.668136,1.0,0.73140854,6.0,1.0,1.0,0.0,5.4999385,3.0,-1.0,388.796,77.35792,61871.56,843300.0,596555.1,2919.6843,3925.6833,3622.6533,2400.0,2800.0,2626.0308,0.20195228,0.1870461,0.3010347,0.24446425,0.2728505,0.0,-0.39375,0.0,0.05716589,0.0,0.9978941,0.0,0.1,0.0,-0.23464835,-0.4,-0.14334723,0.0,0.2,0.5,0.25,7400.0,4,0
494.5581,7.0,783.1889,0.40172294,1.0,0.58482105,6.0,3.0,1.0,0.0,4.2910905,10.0,4.0,2200.0,570.1954,2400.0,843300.0,128576.04,1744.8302,4459.3877,3071.356,1300.0,1500.0,1422.8157,0.88472724,0.020000737,0.0200002,0.020000098,0.30142945,0.4422296,0.0033061134,0.03089453,0.029675992,0.5,0.5,0.29803786,0.1,0.6,-0.31654185,-0.8,-0.125,0.0,0.0,0.5,0.0,1600.0,4,1
691.3896,10.0,459.4644,0.5948034,1.0,0.76614785,3.0,3.0,1.0,1.0,4.469788,6.0,4.0,500.0,414.4866,2300.0,69100.0,38230.297,1598.1482,0.0,1823.1554,941.8933,777.26117,1100.0,0.46745604,0.040002786,0.028581263,0.22414641,0.033334285,0.47111335,0.24761483,0.063374184,0.004087735,1.0,0.07982667,0.4502657,0.1,1.0,-0.26365957,-0.3,-0.125,0.0,0.0,0.5,0.0,1200.0,1,0
8.0,13.0,153.9637,0.66842,1.0,0.83277303,0.0,1.0,1.0,0.0,4.569382,8.0,-1.0,676.0,135.00226,3900.0,843300.0,259838.27,1290.7957,3252.22,2092.8696,12579.425,14688.582,15519.716,0.02526101,0.025062265,0.8106361,0.025294218,0.14952214,0.37557006,0.14924744,0.0679349,0.006675942,0.9166667,0.07993196,0.2131151,0.05,0.5,-0.1800077,-0.16666667,-0.1875,0.45454547,0.25,0.05386976,0.25,1100.0,5,4
465.85126,13.0,164.84511,0.7527322,1.0,0.84963244,5.0,4.0,9.0,0.0,4.714037,6.0,4.0,527.0,156.42946,10842.037,843300.0,324624.53,1859.2859,4923.934,3439.668,8097.723,31907.36,23007.764,0.028741637,0.03333586,0.5333282,0.6859076,0.028669106,0.449405,-0.28314215,0.021234656,0.06965902,0.0,0.86591804,0.32109985,0.1,0.5,-0.3554101,-0.6,-0.1,0.0,0.0,0.5,0.0,1400.0,5,2
392.76303,7.0,612.1558,0.6230295,1.0,0.6854136,3.0,4.0,24.0,0.0,4.663161,7.0,-1.0,588.8215,287.31995,0.0,843300.0,233177.17,2142.5793,3483.3352,2633.1912,1000.0,4800.0,2800.0,0.040096764,0.052269008,0.36707145,0.02862165,0.19250652,0.46779677,0.0,0.019767793,0.017625667,0.53846157,0.4,0.22723655,0.05,0.0,-0.125,-0.4,-0.1,0.5,0.4,0.45,0.45,1000.0,4,1
669.0324,10.0,542.35364,0.47201574,1.0,0.63780177,3.0,1.0,1.0,0.0,4.341408,8.0,217.0,1400.0,643.9041,0.0,617900.0,107366.41,0.0,3476.4543,2124.7695,1000.0,1100.0,1149.3105,0.79999816,0.02583368,0.02861167,0.025461785,0.05000104,0.4132123,0.06564679,0.02619928,0.017930921,0.5833333,0.41666666,0.3922662,0.12796438,0.8,-0.2525745,-0.8,-0.05,0.0,0.0,0.5,0.0,1600.0,2,4
573.8844,8.0,762.47626,0.47493994,1.0,0.5938544,4.0,2.0,0.0,0.0,4.8410606,10.0,-1.0,616.6523,330.06894,0.0,28000.0,116539.414,0.0,7976.2783,1914.5791,6484.238,963.72833,1470.8196,0.029300833,0.025042877,0.0003654611,0.3087981,0.028642176,0.4296451,0.18637265,0.0764237,0.009704437,0.84995747,0.14285715,0.45484805,0.0625,1.0,-0.24670337,-0.3,-0.15555556,0.7,0.0,0.0,0.0,1500.0,1,3
73.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,440.0,86.15683,71621.83,843300.0,759899.56,3215.2524,6596.0254,5020.794,0.0,0.0,0.0,0.1191632,0.06666698,0.054156408,0.7980232,0.050000712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1500.0,0,2
344.6309,9.0,175.0,0.5616357,1.0,0.5577861,271.05838,4.0,1.0,0.0,4.3557982,6.0,-1.0,3100.0,279.26526,3500.0,843300.0,229416.73,3437.4722,2321.7258,4188.365,681.91785,1700.0,2100.0,0.11565293,0.36135256,0.26551816,0.16000904,0.0333337,0.39975378,0.14356595,0.05,0.027616482,0.6082161,0.5,0.26201257,0.1,0.8,-0.3720192,-1.0,-1.0,0.0,0.0,0.022727273,0.084843926,196159.94,4,4
206.41531,9.0,307.21625,0.6097841,1.0,0.938429,16.0,2.0,0.0,1.0,4.624686,10.0,-1.0,1300.0,201.10376,77310.65,843300.0,238766.03,1891.8318,3256.4453,2945.312,1200.0,565.80865,1434.3931,0.60792637,0.16246675,0.8187721,0.025044573,0.05000006,0.5347409,0.24811293,0.045192607,0.023844589,0.72060287,0.40642485,0.6051768,0.21428572,0.5,-0.28084627,-0.071428575,0.0,0.0,0.25,0.5,0.035589974,902.72644,4,3
406.2654,10.0,8460.611,0.7300084,1.0,0.30868673,5.0,1.0,1.0,0.0,5.0963902,8.0,361.0516,950.4746,261.15646,0.0,843300.0,0.0,0.0,3214.9307,2817.6187,4000.0,3600.0,2083.397,0.020000236,0.03412937,0.02003271,0.040032674,0.8154034,0.9951809,0.07090477,0.025961261,0.010474105,0.65,0.0,0.3899537,0.1,0.0,0.0,0.0,0.0,0.0,-0.15,0.5,0.0,2900.0,1,3
70.0,6.1642313,0.0,0.5263397,1.0,0.0,25.0,6.0,2.0,0.0,7.3454328,9.0,217.0,1100.0,42739.77,0.0,843300.0,259389.75,1629.5177,203334.98,3732.3606,0.0,2000.0,1000.0,0.8999793,0.02933918,0.020008497,0.2639683,0.9199731,0.9409217,0.2134004,0.044676594,0.012087526,0.61731094,0.0,0.6005003,0.0,1.0,-0.41666666,0.0,-1.0,0.45454547,1.0,0.0,0.25,1200.0,0,4
731.0,5.0,437.9011,0.5651066,1.0,650.0,264.04312,12.0,128.0,0.0,7.973719,4.0,-1.0,0.0,42827.855,4062.2065,0.0,0.0,0.0,298400.0,2715.433,1700.0,814265.1,0.0,0.02240648,0.02976514,0.006268626,0.0,0.9271908,0.67866445,-0.39100492,0.0461555,0.01896803,0.74656504,0.0,0.5325679,0.1,1.0,-0.96516645,-1.0,-1.0,1.0,1.0,0.5,0.0,548.1481,3,5
