Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
M,0.62,0.49,0.17209291,0.4896313,0.25863162,14.0
M,0.38475347,0.29,0.09550282,0.121334985,0.05983073,8.0
F,0.65,0.28105468,0.0035394535,0.2530795,0.34788695,13.958184
M,0.5017019,0.3852333,0.125,0.26668757,0.13220862,9.469191
F,0.6752041,0.5255735,0.185,0.66930634,0.34736615,11.0
I,0.13414475,0.09043935,0.08522522,0.064719245,0.11407729,7.0
I,0.585,0.425,0.14,0.4023144,0.19326602,10.0
I,0.14663333,0.10900005,0.021848397,0.0061227735,0.002799501,4.0
M,0.6685338,0.525,0.18519893,0.66216016,0.3348084,11.0
M,0.64,0.29,0.19127943,0.5239758,0.37991083,8.0
I,0.47245005,0.373652,0.13,0.12350126,0.08389941,10.0
F,0.8088187,0.635879,0.542466,1.4563253,0.7227679,12.0
M,0.625,0.47,0.165,0.5407742,0.27144593,10.0
I,0.6,0.47476584,0.16,0.44003955,0.22346844,11.0
F,0.6,0.47376415,0.165,0.4411884,0.23744816,12.0
I,0.110048324,0.090004265,2.1266365e-05,0.0025044405,0.0005,2.0118597
M,0.57,0.46,0.175,0.51319325,0.19464503,12.0
I,0.110101715,0.090011254,5.16454e-05,0.002508209,0.0005001289,2.016085
M,0.6424026,0.505592,0.175,0.5863663,0.29328468,11.0
I,0.11016797,0.09002065,8.6681226e-05,0.0025106473,0.0005002609,2.0266342
F,0.61359566,0.48,0.165,0.48036033,0.25304425,11.0
I,0.38676625,0.294401,0.09,0.119035326,0.054583408,7.0
M,0.62570834,0.50056905,0.18,0.49474174,0.27287546,19.0898
F,0.8122482,0.64213294,0.86212367,1.4768558,0.7427364,13.0
M,0.54400074,0.4217698,0.145,0.34878588,0.1737882,9.0
M,0.62,0.485,0.165,0.50773954,0.25767848,11.0
I,0.11198674,0.0908534,0.0012441725,0.0025963453,0.0005190933,2.1817758
F,0.8148017,0.6493523,1.1054295,1.4877765,0.75939375,15.229169
F,0.495,0.3803471,0.13,0.26053813,0.13417453,9.0
F,0.37805256,0.2910283,0.099537134,0.096562594,0.06114329,9.111297
F,0.2622897,0.20098597,0.07,0.022340814,0.023642123,10.0
I,0.19959001,0.14353372,0.04499837,0.0170333,0.008758173,3.8178418
M,0.585,0.46,0.15317416,0.43493688,0.21584637,10.0
F,0.6038932,0.475,0.16163352,0.463115,0.24201755,10.0
I,0.3445029,0.26266846,0.08,0.080735676,0.03863503,6.0
M,0.7224141,0.5628401,0.19987454,0.9220191,0.43278435,11.0
M,0.67262024,0.525,0.185,0.69279575,0.34435183,11.0
F,0.595,0.47,0.165,0.42151582,0.2311715,14.0
F,0.8129924,0.6441143,0.94139385,1.4800557,0.7469679,13.0
F,0.46799523,0.35779873,0.12,0.22019482,0.109125994,8.0
I,0.39353475,0.3,0.095,0.122975826,0.058458574,8.0
M,0.565,0.44,0.14728148,0.36797646,0.1860873,10.631825
I,0.44823667,0.345,0.11,0.1805427,0.08598898,8.0
M,0.54,0.415,0.14,0.34179473,0.16472352,9.0
M,0.6849792,0.64166087,0.15721276,0.65082467,0.28313726,8.0
F,0.56310356,0.4366724,0.1460922,0.37385556,0.19200619,9.0
M,0.77968496,0.5991381,0.2186532,1.2948675,0.5880458,13.0
F,0.72009164,0.09,1.1033399,0.14587848,0.07806957,11.0
M,0.11285417,0.09056515,0.0045112823,0.0026080555,0.0005198258,3.1535373
F,0.61,0.48139498,0.17,0.45218146,0.24823427,14.591693
I,0.34354836,0.26081464,0.08,0.08559193,0.03938317,6.0
M,0.565,0.4,0.07,0.36610243,0.2571629,6.0
M,0.61,0.47844648,0.165,0.4834457,0.24540664,11.0
I,0.3915969,0.27377024,0.05465234,0.10825524,0.02380563,6.6081915
F,0.49683318,0.5383286,0.14,0.5799401,0.3029309,9.0
M,0.5800335,0.455,0.15,0.4261552,0.21031937,10.0
M,0.7095515,0.55,0.195,0.83829063,0.39364615,12.0
M,0.48,0.37254754,0.125,0.22545645,0.120154515,11.0
F,0.6068264,0.5216402,0.175,0.4743714,0.2845949,14.0
M,0.6998054,0.54814136,0.19095327,0.8017395,0.3903022,11.0
F,0.5657705,0.43,0.15,0.37718642,0.18130557,9.0
M,0.595,0.5117658,0.1702323,0.65462613,0.38931522,10.0
M,0.7357822,0.5766387,0.20833242,1.0104684,0.4681445,13.0
I,0.52923465,0.395,0.13,0.3132694,0.1181857,7.0
F,0.46310937,0.355,0.12,0.20224084,0.105774835,9.0
F,0.5199858,0.4,0.135,0.28928053,0.14901143,10.0
F,0.6384927,0.5024075,0.175,0.5532694,0.28846326,11.0
M,0.80102515,0.6256849,0.43187377,1.4310476,0.68557215,12.0
M,0.43971148,0.38,0.13,0.17461269,0.14276613,10.0
F,0.7131121,0.5546976,0.19264947,0.79169637,0.4030666,12.0
I,0.7099249,0.44,0.125,0.34179753,0.10304297,11.0
F,0.25411615,0.19301012,0.068008475,0.020147676,0.02110542,9.0
I,0.1139939,0.092010066,0.002637069,0.002726144,0.00057432527,2.4937901
M,0.46884334,0.35962147,0.12,0.21758136,0.10834772,9.0
I,0.43076608,0.325,0.1,0.15975201,0.07401407,8.0
M,0.5854486,0.46,0.15007614,0.437902,0.21618116,9.0
F,0.61,0.4823337,0.17,0.46196514,0.25077775,13.0
F,0.12647685,0.09699296,0.014067298,0.0034259895,0.0011581049,4.0
I,0.11197999,0.090851486,0.001241255,0.002596287,0.00051905256,2.1775184
M,0.54064244,0.42,0.14,0.33647254,0.167485,10.0
F,0.6730266,0.5324413,0.19321609,0.6173046,0.3421811,17.0
I,0.526904,0.405,0.13,0.30448368,0.14151658,8.0
F,0.28169358,0.21965633,0.07554061,0.032643024,0.030282037,9.0
M,0.505,0.39,0.135,0.27509835,0.15006143,9.128074
F,0.6389886,0.5034302,0.175,0.55321777,0.2883024,11.0
M,0.7233174,0.5660287,0.20117053,0.9004685,0.43214062,13.0070715
F,0.75245154,0.58247757,0.20870161,0.9991364,0.4792854,13.0
F,0.5934897,0.465,0.15999267,0.43872637,0.2270429,10.0
F,0.38930643,0.29745623,0.1,0.13426742,0.06378438,7.0
I,0.11000195,0.09,0.0,0.0025003755,0.0005,2.0011697
I,0.36171404,0.27236518,0.08547658,0.09510534,0.04450488,7.0
I,0.110027134,0.09000122,1.5447044e-05,0.0025011762,0.0005,2.0078523
M,0.585,0.6472956,0.1521453,1.4507059,0.31707343,4.9296894
I,0.3268968,0.20276518,4.3589913e-05,0.030923871,0.47302213,9.0
I,0.110019736,0.0900013,8.02752e-06,0.0025022856,0.0005,2.0047584
F,0.68245286,0.53524536,0.19063435,0.66983163,0.35984337,12.0
F,0.51802933,0.4,0.135,0.28326306,0.14859942,10.0
M,0.813998,0.64648217,1.0728314,1.4869146,0.7543974,13.0
I,0.575,0.45,0.15,0.38401487,0.18859789,10.0
F,0.5686105,0.44,0.14769064,0.38939252,0.19588509,9.0
I,0.16179879,0.11496752,0.02929897,0.008282044,0.0039015843,4.0
M,0.59,0.46,0.155,0.43862346,0.22014125,10.0
M,0.68941605,0.539933,0.195,0.71419924,0.3701663,14.0
M,0.34103805,0.25540626,0.09,0.06675478,0.041350983,9.0
I,0.57,0.4423732,0.145,0.36979574,0.1806328,10.0
I,0.6032535,0.6491169,0.0013584633,0.8496247,0.29622844,26.910028
M,0.13069765,0.10078976,0.023531025,0.003695377,0.0014644561,4.576944
F,0.4812657,0.37147522,0.125,0.24264713,0.12333236,9.0
I,0.61,0.47963974,0.165,0.45377865,0.23249353,12.0
F,0.25750032,0.18960235,0.06621678,0.025320556,0.020070527,7.0
I,0.59,0.465,0.155,0.4137452,0.2083447,11.312509
I,0.2357409,0.2809166,0.125,0.27003247,0.09929103,5.0
F,0.595,0.47471943,0.165935,0.42349625,0.23526652,15.7955065
M,0.11041974,0.090032786,0.0006099887,0.0025184467,0.00050076604,2.0664272
F,0.5558752,0.44,0.15,0.3809995,0.20170216,10.0
M,0.6595762,0.515,0.17526896,0.6748156,0.31819972,10.0
I,0.17944603,0.12808712,0.040034946,0.010940618,0.0057201306,4.0
I,0.6,0.475,0.165,0.43403274,0.22223249,13.0
F,0.2796767,0.21049234,0.07,0.037227057,0.02619118,7.0
F,0.38561705,0.29528564,0.09957298,0.11625014,0.062322304,8.0
F,0.8040624,0.62947845,0.24331056,1.4163462,0.6988814,12.0
F,0.48515177,0.375,0.125,0.24408263,0.124321274,9.0
F,0.57234514,0.45,0.155,0.38182393,0.20373811,11.0
I,0.11202849,0.090882905,0.0012815293,0.0026001304,0.0005203158,2.1686935
I,0.47841525,0.37,0.119836055,0.2268039,0.10557873,8.0
M,0.63,0.49812132,0.17,0.545024,0.27300456,11.0
M,0.5700968,0.45,0.155,0.36859122,0.2005958,15.0
I,0.14841057,0.11032101,0.022044506,0.0065401276,0.0029685993,3.667934
I,0.38743407,0.2960694,0.09476417,0.1235082,0.057517976,7.0
F,0.66903234,0.5195329,0.18,0.64363235,0.35410264,10.0
I,0.2205364,0.16116501,0.050265156,0.020077873,0.011719293,5.0
M,0.5598234,0.475,0.175,0.49377963,0.22742283,16.0
M,0.495,0.37624013,0.125,0.2711687,0.12592119,7.9902782
M,0.61634165,0.485,0.17,0.4917132,0.25477827,12.0
F,0.7953982,0.6190418,0.21975186,1.3062581,0.6518641,13.0
I,0.11008321,0.09000887,4.1364976e-05,0.002507042,0.0005000958,2.0132763
F,0.55,0.425,0.145,0.34623656,0.1782461,10.0
M,0.46451887,0.355,0.115,0.20886469,0.104458235,9.0
M,0.465,0.30317307,0.08,0.21495576,0.08720721,11.0
F,0.63,0.475,0.18,0.5575088,0.27312282,13.0
M,0.76006967,0.55818385,0.18,0.84486455,0.40801167,10.0
F,0.70915574,0.5539343,0.195,0.76493317,0.4001875,15.0
F,0.37787625,0.28695154,0.095,0.122012265,0.05831341,7.0
M,0.81441855,0.64772934,1.094083,1.4876342,0.7571315,13.248347
F,0.80065817,0.6242179,0.22160989,1.3908724,0.67904824,12.0
F,0.58,0.4630721,0.165,0.37802204,0.21885696,17.824974
M,0.53565085,0.405,0.135,0.3472758,0.177301,9.0
F,0.7223528,0.5635995,0.19757019,0.8464112,0.4264157,12.0
F,0.79613066,0.618169,0.21857877,1.3469888,0.6563507,12.0
F,0.6816437,0.53186226,0.18669319,0.6834634,0.35871276,11.0
M,0.18837488,0.24581115,0.16,0.28613764,0.079071,12.0
I,0.465,0.3674172,0.115,0.19936143,0.11657285,9.0
I,0.11030709,0.09005266,0.00017935749,0.0025167873,0.00050077756,2.0342317
I,0.11007665,0.09000804,3.8251994e-05,0.002506605,0.000500087,2.0123665
F,0.81399375,0.64704406,1.0419531,1.4828787,0.7535687,15.0
I,0.22070973,0.16157968,0.050539367,0.022380153,0.0121413665,4.077968
F,0.48685494,0.5386322,0.165,0.4467639,0.20857082,12.0
M,0.615,0.48009133,0.165,0.49865168,0.24911045,10.0
M,0.5828134,0.46223617,0.14,0.48346725,0.22216786,9.0
M,0.8116611,0.64196783,0.95899934,1.4787508,0.7394317,13.0
I,0.24298231,0.17855833,0.058021214,0.027323816,0.014791193,5.365126
F,0.66,0.5238399,0.18,0.62188745,0.32882535,12.0
M,0.44,0.33541396,0.11,0.17730215,0.08923457,9.0
M,0.81371224,0.6459207,1.0587289,1.4860606,0.7521936,13.258861
I,0.28164375,0.20996599,0.06981059,0.046487484,0.023932282,5.651678
F,0.62,0.485,0.165,0.49996033,0.26063558,10.0
F,0.7199224,0.50468796,0.14,0.487005,0.28331688,12.0
F,0.57,0.44672498,0.15,0.37664977,0.19907571,11.0
F,0.6867075,0.5348575,0.185,0.72608453,0.36963275,10.0
M,0.6393436,0.5047994,0.175,0.5658912,0.2860516,12.0
I,0.3379886,0.25554213,0.08,0.07822368,0.03803819,7.0
F,0.6214789,0.4856127,0.165,0.50758165,0.26292494,10.0
I,0.11088986,0.09023996,0.00052786694,0.0025393697,0.0005041949,2.0908244
M,0.682972,0.5313815,0.1872116,0.7377801,0.36397615,11.0
I,0.495,0.38,0.12346621,0.24224567,0.114015475,9.0
M,0.81429654,0.6474219,1.0907186,1.4873317,0.75681794,13.922932
F,0.54067576,0.4219353,0.145,0.32806343,0.17292075,10.0
F,0.65,0.51188016,0.18,0.58492875,0.3046381,12.0
I,0.29127702,0.21922259,0.07,0.050805237,0.02692999,6.0
M,0.77635807,0.5973841,0.21856287,1.257148,0.56616116,13.0
M,0.558033,0.4335575,0.14379743,0.37413394,0.18276733,9.0
M,0.77821046,0.5929836,0.21510692,1.3305535,0.59018916,12.0
F,0.635,0.5,0.175,0.5416638,0.2845941,11.0
I,0.11318618,0.09151774,0.0020529684,0.0026662913,0.0005475067,2.3438523
F,0.595,0.46648434,0.16,0.4429838,0.23001228,10.0
M,0.40475854,0.30449206,0.1,0.13141194,0.06860136,9.0
I,0.11873012,0.09447452,0.0057608713,0.0031541549,0.00082700077,2.6696389
M,0.635,0.5017713,0.17,0.5701556,0.28347343,10.0
M,0.63,0.50407577,0.1838196,0.50660086,0.27608553,18.679941
F,0.58442074,0.455,0.1547618,0.42210025,0.21636996,10.0
F,0.6126168,0.48,0.165,0.48044112,0.25243005,11.0
M,0.8141238,0.6468134,1.0791557,1.4871749,0.7552113,13.0
I,0.19092911,0.1371273,0.042351082,0.012288691,0.0069955694,4.7647824
I,0.11,0.09,0.0,0.0025002256,0.0005,2.0006454
M,0.67449945,0.5315862,0.18,0.6750992,0.32003328,11.0
I,0.11239192,0.09105166,0.0014801178,0.0026179277,0.0005272494,2.269181
M,0.495,0.38,0.125,0.25547457,0.12827954,9.0
I,0.11092889,0.09025925,0.0005546912,0.0025414536,0.00050456333,2.0918245
F,0.7238283,0.56113124,0.195,0.8819842,0.4348366,10.0
M,0.5357077,0.41592082,0.14,0.32382622,0.16323139,10.0
F,0.23310816,0.16630971,0.059016634,0.021400567,0.014009955,5.4367185
I,0.25686246,0.18848866,0.06169607,0.03293665,0.017441494,5.278171
I,0.11013497,0.09000589,9.8362165e-05,0.002504517,0.0005000896,2.0378761
F,0.535,0.415,0.14,0.32266134,0.16939436,9.0
M,0.62871504,0.495,0.17,0.5362771,0.2699157,11.0
F,0.8084767,0.6371717,0.5982459,1.4372294,0.71758884,13.0
F,0.62,0.485,0.165,0.49587154,0.26081762,10.0
M,0.64087427,0.51,0.18,0.5601694,0.29220596,14.0
M,0.27299845,0.19954383,0.07,0.040581625,0.021599518,5.3371587
M,0.5858098,0.14552158,0.14745305,0.09490229,0.086717,10.0
F,0.47396454,0.37237406,0.125,0.21166137,0.11797333,11.0
I,0.11003721,0.09000299,1.6070513e-05,0.0025037439,0.0005,2.0078616
M,0.811109,0.6406361,0.92582685,1.4780056,0.7370177,13.0
I,0.475,0.36305663,0.11521191,0.21326816,0.10185721,9.0
F,0.59354776,0.465,0.16,0.43856195,0.22780088,10.0
M,0.58077437,0.47,0.16313894,0.39885527,0.21648976,17.688885
I,0.27782008,0.33627278,0.1,0.013847944,0.16284508,10.0
F,0.26629388,0.19425705,0.067648895,0.03316792,0.02089912,6.0
I,0.38949895,0.29,0.09800692,0.13894248,0.060585562,9.0
F,0.416867,0.3288757,0.083038874,0.13349172,0.08968818,6.0
F,0.64696336,0.51,0.175,0.58743626,0.30143383,11.0
I,0.11024471,0.09003842,0.00014016524,0.002514355,0.0005005397,2.0287766
F,0.515,0.3,0.165,0.15534844,0.17075482,9.0
F,0.615,0.48430723,0.165,0.48306954,0.2556881,11.0
I,0.11256694,0.09116243,0.0016330683,0.002628594,0.00053119496,2.2578578
M,0.48207954,0.3181139,0.12080471,0.2362792,0.11004938,8.0
F,0.7713993,0.58389235,0.20278838,1.151378,0.541219,11.0
I,0.6157943,0.485,0.17,0.47138834,0.24457145,13.0
F,0.6312373,0.45,0.175,0.35055816,0.16054906,7.0
M,0.49893814,0.39239147,0.135,0.23896587,0.13771068,15.0
M,0.11353431,0.090854324,0.0056655654,0.0026679973,0.0005333949,2.607995
M,0.525,0.4045902,0.14,0.29761386,0.17202973,10.0
I,0.26243663,0.1931552,0.062976725,0.037169322,0.019087257,5.0
M,0.7132724,0.5543001,0.195,0.8554321,0.4105099,11.882617
F,0.81260896,0.6434294,0.910724,1.4772685,0.7440727,13.0
F,0.65,0.515,0.185,0.5615083,0.30458084,15.56059
M,0.67011005,0.53052634,0.19928822,0.69861245,0.38570926,11.0
I,0.3766676,0.33685502,0.1,0.12498491,0.06158368,6.0
F,0.61262655,0.1420357,0.17,0.3206033,0.13619566,10.0
F,0.7233675,0.5644267,0.1979664,0.864942,0.4322149,12.0
M,0.63361555,0.494557,0.18,0.5053195,0.25731993,11.0
I,0.13350642,0.10207253,0.014666331,0.0046650907,0.0018335208,3.6018007
F,0.575,0.45,0.15,0.39511693,0.20572302,10.0
F,0.6021381,0.42,0.155,0.48652226,0.2018528,9.0
I,0.555,0.4335022,0.145,0.34647754,0.16871864,10.0
M,0.81478393,0.64910316,1.1080159,1.4879538,0.7588086,14.0
M,0.112792954,0.09059722,0.0044063926,0.0025654284,0.0005163772,5.0
F,0.45581433,0.43,0.19403012,0.5593285,0.36488464,8.0
I,0.11237665,0.09103878,0.0014807414,0.0026126294,0.0005254789,2.3024151
M,0.63,0.49991375,0.175,0.53029454,0.27225775,12.0
F,0.535,0.415,0.14,0.31991813,0.16594566,10.0
I,0.515,0.3950852,0.12633277,0.2743019,0.12961237,9.0
F,0.7988109,0.6214846,0.22012578,1.3771017,0.67029554,12.0
F,0.7876032,0.6055708,0.21362503,1.2854414,0.62019587,12.0
I,0.18396652,0.13262302,0.040700097,0.010645636,0.0061224946,4.542994
F,0.5944083,0.465,0.15983625,0.43996516,0.22751117,10.0
F,0.5495609,0.425,0.145,0.33432147,0.17768347,11.0
M,0.5685398,0.44,0.145,0.3822559,0.19143125,9.0
I,0.58009446,0.4557459,0.15408266,0.3963808,0.1975366,11.0
F,0.27776602,0.21747684,0.07495401,0.029389627,0.0297701,10.0
F,0.525,0.40246046,0.135,0.30100107,0.1542675,9.0
F,0.7156791,0.5559529,0.1919214,0.8244956,0.4127454,11.0
F,0.50194424,0.385,0.13,0.26614597,0.13592719,9.0
M,0.7302762,0.57187355,0.20366786,0.986211,0.45413733,12.0
I,0.2792809,0.20749833,0.06875268,0.044615325,0.022965882,5.642039
M,0.45958167,0.35562855,0.116895296,0.23749258,0.11676965,7.0
I,0.54073,0.42,0.14,0.32111162,0.15418768,10.0
F,0.625,0.49891636,0.175,0.48814434,0.26971027,15.556536
M,0.44057056,0.31221247,0.06733774,0.34818003,0.22887239,11.0
M,0.63453645,0.5,0.175,0.53683555,0.27772638,13.0
F,0.64,0.51186246,0.18920234,0.50180805,0.2929917,21.742052
M,0.55287075,0.551298,0.16,0.4507762,0.15025608,9.0
M,0.2553449,0.21230702,0.07,0.060169596,0.037956182,7.0
F,0.81467944,0.64882725,1.0896186,1.4876075,0.7586619,14.035158
F,0.65,0.48,0.16,0.44112727,0.26532704,14.0
I,0.1866669,0.14074846,0.04144922,0.02042937,0.008342903,4.0
M,0.57,0.448913,0.15,0.38951412,0.19657092,10.0
F,0.8116062,0.6421467,0.84266376,1.4658103,0.737576,13.373462
M,0.7224628,0.5624952,0.19754702,0.9479578,0.43511024,11.0
M,0.495,0.38062975,0.14,0.25548103,0.12837474,9.0
I,0.110208355,0.0900295,0.00011472728,0.0025125255,0.00050039764,2.0276556
M,0.6413482,0.5069417,0.17540945,0.5738899,0.292064,12.0
I,0.535,0.4127664,0.135,0.31024578,0.14651597,9.0
F,0.6616184,0.5221186,0.18,0.6441955,0.3266167,10.0
F,0.8106027,0.5297795,0.19983698,0.029752286,0.10083415,25.45431
M,0.114180386,0.09112881,0.0063644466,0.0026513147,0.0005418086,4.0
I,0.18621133,0.13259976,0.041124325,0.012322495,0.006468444,4.0
M,0.6277057,0.49546924,0.175,0.52368337,0.26924706,12.0
I,0.36516705,0.385,0.135,0.03762021,0.072653204,8.0
I,0.5562554,0.435,0.145,0.3444144,0.17062367,11.0
I,0.21605296,0.15717986,0.049265936,0.021026894,0.01142883,4.0
F,0.81426316,0.6472739,1.0636998,1.4863771,0.757188,13.774519
I,0.37745205,0.28726342,0.09,0.12046356,0.054786067,6.0
I,0.37546825,0.28,0.09,0.097300716,0.048463296,7.0
F,0.5684891,0.50412315,0.074609846,0.6910949,0.16462313,4.379303
I,0.2639828,0.19509141,0.06377808,0.03787577,0.019618543,4.5667887
F,0.7317062,0.5712734,0.19983175,0.9633661,0.45610833,11.0
M,0.1594739,0.117152594,0.041970346,0.006063717,0.0036992852,6.0
F,0.515,0.55,0.12798633,0.698208,0.3867731,9.0
I,0.72552717,0.2658044,0.20156358,0.58421993,0.008510985,13.407135
F,0.6201699,0.4877384,0.17,0.4901279,0.26198107,12.0
I,0.52,0.4,0.13,0.2798789,0.13345557,9.0
M,0.50500035,0.36,0.092800885,0.6940704,0.1613918,6.0
F,0.585,0.46,0.155,0.42166686,0.22135206,11.0
I,0.5399259,0.41875327,0.13705778,0.31379804,0.15102951,10.0
M,0.595,0.46653745,0.155,0.4554631,0.22524947,10.0
M,0.5857601,0.46,0.155,0.43301347,0.2167466,10.0
F,0.5450813,0.425,0.145,0.32960162,0.17482172,11.0
F,0.43117943,0.4,0.175,0.7587614,0.30126676,2.6596239
M,0.6541863,0.13552369,0.20310509,0.10547228,0.04530673,10.0
I,0.37238285,0.28,0.09,0.1047353,0.04917947,7.0
M,0.6556328,0.515,0.18,0.63042855,0.31118628,11.0
I,0.6,0.475,0.1611128,0.43326095,0.22111335,13.0
F,0.81006473,0.6386924,0.68785375,1.460965,0.7278254,13.0
M,0.79996747,0.62703675,0.4951846,1.4047183,0.67503357,14.0
F,0.4379553,0.33195803,0.11,0.17187932,0.08802765,8.0
I,0.55,0.42786133,0.14,0.33735785,0.16351616,10.0
M,0.6205495,0.48571682,0.16723172,0.5094192,0.2592313,11.0
I,0.38399133,0.4574126,0.18,0.0051341145,0.14107643,2.4426937
M,0.47540236,0.3684475,0.125,0.22860034,0.11519927,10.0
M,0.6547181,0.485,0.165,0.66661465,0.31864145,9.0
I,0.42107517,0.3199052,0.1,0.15475471,0.0704353,8.0
F,0.8146339,0.64851505,1.0772171,1.4876106,0.7581759,14.016124
M,0.36861044,0.28,0.095,0.08397675,0.056979004,10.0
I,0.11597928,0.09316093,0.0042644106,0.002977161,0.00069740135,2.2383497
F,0.565,0.44480535,0.155,0.3526625,0.19521177,13.0
I,0.52881855,0.26499355,0.071950205,0.28849372,0.2650419,9.0
M,0.625,0.495,0.17,0.5241609,0.2671627,11.0
I,0.11108771,0.09035345,0.00066962495,0.0025510986,0.0005064203,2.0886235
I,0.11491104,0.09242858,0.0032359038,0.002801893,0.000611997,2.4959488
I,0.15805969,0.11514801,0.02848402,0.008157627,0.0039063264,3.4315846
M,0.81488687,0.64954317,1.1103226,1.4879822,0.7591916,14.0
M,0.4978976,0.385,0.135,0.28030357,0.1428496,10.0
F,0.31411204,0.2491672,0.08490963,0.046747573,0.04045873,10.0
M,0.64,0.50769424,0.18,0.56013054,0.29027918,13.459738
M,0.3607773,0.2723998,0.09,0.0814224,0.04824671,9.0
M,0.61,0.47534397,0.165,0.4730462,0.24300125,11.0
M,0.6257501,0.4955196,0.175,0.5171786,0.2676833,13.0
I,0.55900556,0.435,0.145,0.3500482,0.17103057,10.0
F,0.5732787,0.45,0.155,0.38083398,0.2044804,11.0
M,0.75393564,0.5826029,0.21256676,1.1329192,0.4822238,13.0
F,0.5994665,0.47,0.16,0.4355261,0.23843966,11.0
M,0.81281966,0.6437779,1.0132431,1.4839733,0.74670327,13.0
F,0.45023587,0.3469282,0.115,0.18011145,0.097984105,9.81308
I,0.3054455,0.22863163,0.07285669,0.056542844,0.02951412,6.0
F,0.47284374,0.35,0.11,0.23728362,0.09834155,7.0
F,0.6460708,0.4991994,0.16,0.49419925,0.22268419,10.0
M,0.6,0.47,0.16,0.4602237,0.23236151,10.0
I,0.20243761,0.1466781,0.045505784,0.015090281,0.008769342,5.0
I,0.111348055,0.09046255,0.00080176425,0.002559258,0.0005084675,2.160042
F,0.465,0.355,0.12,0.2107544,0.10678085,9.0
I,0.555,0.43,0.14232276,0.3444056,0.16638422,10.0
F,0.67155904,0.52784574,0.19,0.62591183,0.35512683,17.0
M,0.5845851,0.45,0.15,0.43440446,0.21034889,8.0
F,0.59872067,0.47,0.16,0.4425628,0.23338012,11.0
M,0.7745569,0.59308463,0.21542725,1.2368718,0.5637696,13.0
F,0.3789801,0.29141325,0.09913434,0.09860879,0.06106255,9.0
I,0.11001485,0.0900008,5.3003173e-06,0.0025016011,0.0005,2.0042067
M,0.53,0.41,0.13829073,0.30931425,0.15880346,10.0
M,0.625,0.5445214,0.12297718,0.4420769,0.3038473,10.0
I,0.11217927,0.090957776,0.0013789583,0.0026076795,0.00052308175,2.1919498
M,0.6066846,0.475,0.16,0.48584855,0.2398572,9.0
M,0.61,0.475,0.16,0.49800673,0.2443053,9.0
I,0.6407961,0.10277623,0.04369581,0.011128078,0.13861269,5.0
M,0.5537514,0.46,0.145,0.30833316,0.21609639,11.3448105
M,0.6792383,0.52846134,0.1874994,0.70956045,0.35585535,11.0
I,0.465,0.355,0.115,0.20161743,0.09536874,9.0
M,0.5925184,0.4514586,0.15,0.43477,0.21123111,10.0
F,0.58,0.49741822,0.16,0.4686074,0.22716947,13.0
F,0.6,0.47,0.16,0.45812663,0.23742627,10.0
F,0.58,0.45,0.155,0.40155753,0.21093845,11.0
M,0.65170896,0.5129087,0.18,0.6247202,0.30759993,11.0
I,0.555,0.433533,0.145,0.34624603,0.1686897,10.0
F,0.8118636,0.64234096,0.8488768,1.4699785,0.73848015,13.0
F,0.495,0.53559613,0.0012885832,1.2787702,0.25170135,13.442866
M,0.49231583,0.37884605,0.125,0.24523354,0.12631205,10.0
I,0.11,0.09,0.0,0.00250026,0.0005,2.0007632
M,0.6,0.47,0.155,0.46604007,0.22958915,9.0
I,0.5959993,0.47,0.16,0.42695305,0.21683982,12.0
F,0.515,0.395,0.135,0.28460363,0.1453106,9.0
M,0.495,0.38,0.125,0.25971454,0.12734522,9.0
F,0.672677,0.5250326,0.18648389,0.64680386,0.34107918,12.0
F,0.475,0.26500636,0.004328173,0.6798718,0.020345297,6.0
M,0.11616332,0.09217315,0.009025905,0.0028198026,0.00059659657,2.9944284
M,0.47623456,0.36624599,0.12,0.24157439,0.12988305,11.0
M,0.635,0.51,0.18651249,0.5138336,0.2866106,19.941435
F,0.585,0.4576215,0.155,0.42692372,0.21882467,10.0
I,0.19299962,0.13880785,0.042954225,0.013958535,0.007550018,4.0
M,0.5653715,0.44,0.15,0.37591952,0.19127375,10.0
I,0.26777273,0.2921155,0.010067021,0.083652616,0.112860054,8.0
I,0.3374252,0.25626966,0.08,0.08260062,0.0380662,6.0
M,0.8121938,0.6434354,0.9949348,1.4799492,0.74149287,14.0
M,0.6106124,0.48,0.165,0.48836702,0.24676691,11.0
M,0.66561943,0.525,0.18987092,0.6468306,0.3296077,14.0
I,0.11150751,0.09062188,0.00096525333,0.0025746224,0.0005125556,2.0921066
F,0.7522031,0.58063406,0.20251948,1.075819,0.4822176,11.0
I,0.5940683,0.4699581,0.16,0.42023727,0.2126257,12.0
M,0.43969354,0.32909384,0.105,0.20471787,0.08760005,6.0
I,0.4836304,0.375,0.12,0.22788258,0.10789589,8.684311
F,0.76756465,0.5843444,0.20906849,1.091778,0.52926105,12.0
F,0.61,0.485,0.175,0.44964042,0.25357908,17.0
M,0.11027552,0.09001417,0.0003300704,0.0025104037,0.000500277,2.1513698
I,0.495,0.3849305,0.12,0.23391502,0.10546562,8.0
I,0.49767265,0.38383391,0.124671325,0.261062,0.12006964,7.0
F,0.5193588,0.4,0.137204,0.2816849,0.15004121,11.0
M,0.59,0.46339518,0.155,0.44809797,0.21708865,10.0
