Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
I,0.112320215,0.09114177,0.0015789,0.0026349192,0.00053178554,2.0944788
I,0.64,0.12336066,7.664502e-06,0.07219277,0.04446486,14.0
I,0.11118504,0.090384014,0.00070123444,0.0025516632,0.00050690083,2.1331868
F,0.62077564,0.49,0.1663676,0.49951285,0.26704642,11.0
I,0.11073153,0.09015014,0.08,0.21221414,0.70974076,9.0
M,0.625,0.44703066,0.16,0.52343804,0.27697057,11.0
M,0.55,0.505,0.13,0.588501,0.12240974,10.0
M,0.7237463,0.56555986,0.2003665,0.91259044,0.4379042,12.0
M,0.665939,0.16924782,0.19551484,0.5184667,0.4017324,8.0
F,0.51178813,0.40832573,0.14,0.13658573,0.020378157,11.0
F,0.625,0.485,0.16,0.53531563,0.27334833,10.0
M,0.6373241,0.38,0.15,0.5823427,0.1986131,7.0
I,0.54212844,0.425,0.14,0.33867824,0.1590953,9.0
M,0.61,0.47881013,0.165,0.46476746,0.2404256,12.0
F,0.2771026,0.22331002,0.08,0.037295304,0.028960679,9.0
M,0.5261354,0.48,0.19171084,0.63586587,0.13346864,11.0
I,0.110054426,0.090005085,2.5732237e-05,0.002505002,0.0005,2.009874
M,0.6787447,0.5256258,0.185,0.73456496,0.3579615,10.0
I,0.12875536,0.09960818,0.011964108,0.0042460677,0.0015415747,2.9212132
F,0.565,0.43734518,0.145,0.3808066,0.20121707,10.0
I,0.5841107,0.3756642,0.06286215,0.09268875,0.1078344,9.0
M,0.27925035,0.21291624,0.07502072,0.02961041,0.027704373,10.0
F,0.6679756,0.51,0.165,0.6472911,0.32316262,9.0
M,0.30965748,0.355,0.175,0.1240085,0.17520796,4.0
M,0.585,0.4999321,0.155,0.39077684,0.21405253,10.0
I,0.13737005,0.104007214,0.017135186,0.0053269565,0.0021651168,3.1172702
F,0.8148669,0.6495643,1.1122404,1.4879287,0.7596891,15.784451
F,0.27856705,0.09,0.17,0.20483328,0.21757933,7.0
F,0.34163335,0.26520485,0.087865464,0.06755055,0.044853877,9.0
F,0.24736816,0.18873131,0.06665377,0.017684676,0.020417094,9.0
I,0.17348325,0.12163648,0.04168607,0.008616935,0.0041204146,2.8616443
F,0.36696762,0.2770558,0.09,0.11389406,0.052330934,6.0
I,0.2758067,0.20493849,0.07,0.047265194,0.023242882,4.7322903
I,0.2770833,0.20991433,0.06300663,0.041525066,0.021901745,5.0
M,0.6088252,0.475,0.16302568,0.47785097,0.24384631,11.0
M,0.65,0.51,0.17879029,0.6032955,0.3025325,11.0
F,0.62474155,0.49715593,0.17667314,0.47297287,0.26636806,17.960394
F,0.81364304,0.64569145,0.9906326,1.4826976,0.751397,13.0
F,0.5561802,0.43,0.15,0.39436623,0.18666188,8.0
M,0.8105617,0.64017016,0.90439814,1.4743481,0.7325075,13.0
I,0.6965508,0.6492989,0.125,0.20405506,0.053163998,8.0
I,0.575,0.45,0.15,0.37954035,0.18882604,11.0
M,0.55717313,0.4,0.165,0.43292361,0.20537673,9.0
M,0.71101236,0.6353442,0.17122917,0.71858865,0.3086224,9.0
F,0.55,0.425,0.1447512,0.348549,0.17780314,9.0
M,0.62,0.485,0.16973406,0.49735475,0.26048473,12.0
F,0.7209992,0.19945078,1.069241,0.44941851,0.05243206,10.631178
M,0.53259087,0.41,0.135,0.32496363,0.15901999,9.0
F,0.61,0.4802404,0.17,0.45640215,0.24841562,14.0
I,0.29117882,0.22311178,0.07048336,0.058399856,0.028458303,5.201549
F,0.50408167,0.39,0.007598624,0.36315268,0.36837572,4.0
I,0.44269776,0.3,0.125,0.26228318,0.11403905,9.0
I,0.26675498,0.18385375,0.037851334,0.035682894,0.004141447,4.7101326
F,0.42372832,0.64707965,0.10078209,0.6548696,0.28251982,9.0
M,0.57,0.44,0.145,0.3909013,0.17875731,9.0
M,0.6953297,0.47679248,0.1823013,0.72349775,0.29384735,12.0
F,0.4760748,0.36578718,0.15,0.35361648,0.12670982,12.436452
F,0.52380186,0.55363435,0.18,0.36821625,0.2732571,18.865477
M,0.63,0.5073879,0.17,0.5867886,0.2841557,11.730803
F,0.72150975,0.2504864,0.185,0.24684213,0.11245803,10.0
I,0.15579778,0.49,0.145,0.5610602,0.7593184,6.0
M,0.7208001,0.563023,0.20268764,0.83038694,0.4317571,13.0
F,0.6783007,0.55,0.18292579,0.66017365,0.3039153,8.0
F,0.49086043,0.37719566,0.125,0.2459293,0.12758668,9.0
F,0.40874848,0.3137897,0.10473045,0.12645963,0.07395453,10.0
F,0.67412853,0.24892445,0.091328934,0.08739825,0.18583465,9.0
I,0.6565598,0.44,0.18,0.07795776,0.20465226,9.0
F,0.32213515,0.485,0.16150282,0.10875376,0.27255407,12.0
F,0.6655131,0.5253051,0.18013744,0.6175698,0.3097608,14.146265
I,0.73434645,0.505,0.155,0.55789655,0.068764634,14.0
F,0.47557524,0.37,0.125,0.21766025,0.1184034,10.0
I,0.13462645,0.10920684,0.019055305,0.0054851836,0.0018324828,3.6433737
I,0.16234814,0.11767307,0.030581696,0.008444516,0.004197855,4.0
I,0.40781975,0.3,0.09,0.11833817,0.059099033,8.0
M,0.36649776,0.27522162,0.09,0.106481425,0.049482178,6.4310946
F,0.515,0.4,0.14,0.26836517,0.14716943,12.0
F,0.1252169,0.09673806,0.0129466755,0.0031707832,0.001151159,5.184611
I,0.38116097,0.29,0.09,0.10799813,0.052560274,8.0
M,0.5,0.385,0.125,0.26154324,0.1315685,10.0
F,0.6810697,0.53738534,0.1938655,0.6446935,0.35573006,16.0
F,0.66908556,0.51,0.18,0.65331364,0.32463095,10.0
F,0.585,0.46,0.16,0.40361813,0.2195903,13.0
M,0.5142653,0.415,0.15034726,0.29165176,0.19213864,11.0
F,0.59,0.525,0.175,0.5200803,0.24263497,9.630099
M,0.6971972,0.5588925,0.17665137,0.7019109,0.35211563,13.0
F,0.7203471,0.56084615,0.195,0.82744277,0.42065856,13.0
F,0.6,0.47,0.16,0.45515624,0.23590678,10.0
F,0.595,0.465,0.15574448,0.44544494,0.22868244,10.0
I,0.11003971,0.09000322,1.7176311e-05,0.0025038857,0.0005,2.0084147
I,0.12960973,0.10004605,0.012549273,0.0044133603,0.001614661,2.7504575
I,0.1462623,0.15191597,0.025350621,0.008068982,0.00314412,2.5059035
F,0.61,0.6497857,0.13824527,1.4801363,0.33059022,2.0840259
M,0.44,0.475,0.00024690328,0.6583083,0.47490734,8.0
I,0.41365984,0.31339216,0.107119076,0.16483897,0.057444714,7.0
F,0.66326934,0.5623169,0.20918335,0.5809715,0.34286472,13.705158
F,0.6893495,0.6456131,0.15,0.17358115,0.30030656,16.933
M,0.6953479,0.5482514,0.195,0.72784793,0.37691492,14.606369
I,0.59021544,0.475,0.15942118,0.48974633,0.23236085,11.0
F,0.5672417,0.5,0.145,0.51124173,0.20563668,8.0
I,0.24826317,0.18111435,0.05920086,0.031135196,0.015410019,5.0
M,0.585,0.46,0.155,0.43570578,0.22201322,10.0
M,0.7141542,0.56084555,0.20014039,0.80742556,0.40938583,15.0
F,0.57,0.29960522,0.19781981,0.39769503,0.0724372,16.0
I,0.58,0.22878543,0.13,0.4971224,0.23833118,10.0
I,0.625,0.64707065,0.0017119362,0.68978846,0.34190813,26.961649
M,0.30882755,0.23858921,0.08,0.058151502,0.03281826,7.0
F,0.48,0.37,0.125,0.23888943,0.12114577,9.0
M,0.645,0.5159261,0.135,0.46877226,0.4068211,8.0
F,0.32105687,0.24784373,0.08050876,0.057612464,0.038640197,8.0
I,0.4403515,0.3378757,0.105,0.17688337,0.08348408,8.0
I,0.23179051,0.31638765,0.115,0.080821514,0.12941854,4.476467
F,0.55,0.485,0.1,0.5326198,0.39737588,26.9804
M,0.6029032,0.475,0.16,0.47886646,0.24662434,9.0
F,0.535,0.4475436,0.155,0.39839828,0.20530565,9.0
M,0.58223397,0.45,0.15,0.90652907,0.33897236,7.0
I,0.40180984,0.3,0.09245874,0.12776719,0.06670047,6.0
I,0.5876273,0.4619064,0.155,0.40792874,0.2055988,12.0
F,0.5379859,0.42,0.145,0.33625215,0.1708079,9.0
F,0.596021,0.46930462,0.16,0.44947502,0.23224428,10.0
F,0.3151679,0.5314318,0.09201352,0.78877074,0.43481246,8.0
F,0.569411,0.44,0.15,0.39065716,0.19577947,10.0
F,0.55,0.43,0.15,0.33520815,0.18163867,12.0
I,0.36297217,0.14250503,0.08,0.09582868,0.027166005,8.0
M,0.64,0.18570995,0.185,0.49058655,0.2056403,8.0
M,0.7942919,0.6163359,0.22363918,1.3988243,0.6557923,12.0
M,0.7066938,0.35713398,0.105,0.22095564,0.17267895,18.438778
F,0.425867,0.34337443,0.08435255,0.10961787,0.07363407,7.0
I,0.35375467,0.26778263,0.085,0.09258094,0.042161595,6.0
I,0.8127798,0.505,0.175,0.3812471,0.40861368,7.0
I,0.44,0.34592202,0.105,0.113430515,0.08879064,8.0
M,0.53,0.5199197,0.19639274,0.56321156,0.19788396,13.550896
M,0.60256755,0.5889234,0.11,0.5809585,0.27728724,4.0
M,0.65,0.09092816,0.15,0.3752979,0.16279516,13.0
F,0.6000523,0.48,0.15838236,0.4541733,0.30143315,13.0
M,0.110251635,0.09001679,0.00024301095,0.0025107395,0.0005003044,2.0336127
F,0.635,0.5,0.1734185,0.5463742,0.2830156,10.0
M,0.57,0.45,0.14,0.43453026,0.23539647,10.0
M,0.53,0.40953544,0.135,0.30410263,0.15737797,11.0
F,0.7510775,0.32562178,0.20271263,0.75479984,0.42918518,15.0
M,0.8134627,0.46,0.135,0.6534404,0.4080449,7.7623186
F,0.63,0.47,0.155,0.75187266,0.31440404,14.0
F,0.49575734,0.41,0.14,0.28570187,0.13320144,7.0
M,0.7007354,0.549709,0.19132079,0.80519265,0.3914096,11.0
I,0.5310806,0.41,0.135,0.3050379,0.14455348,9.0
F,0.475,0.375,0.13,0.20616117,0.12288442,13.0
M,0.555,0.27213097,0.0219625,0.33766404,0.3468247,2.2602086
F,0.65,0.515,0.18,0.58178043,0.30503425,12.963571
F,0.61,0.475,0.165,0.4615504,0.24307717,11.0
I,0.3373545,0.25477588,0.08,0.07696048,0.037857212,7.0
I,0.15644403,0.18120156,0.10639487,0.13137369,0.04295697,8.0
I,0.46963418,0.29,0.06014023,0.059744235,0.19463481,6.0
I,0.23142281,0.17143576,0.05598857,0.02629684,0.01369268,4.349202
M,0.26449877,0.19156384,0.069696315,0.03862983,0.020011188,4.9828796
F,0.6911546,0.55,0.19620095,0.66685385,0.36993986,17.0
I,0.4507743,0.345,0.11,0.18264341,0.08682101,8.0
F,0.43766144,0.6246323,0.1689638,0.37893134,0.22241594,15.0
M,0.60845757,0.425,0.19933812,0.46206814,0.21668282,10.0
M,0.6587165,0.515,0.17,0.68907285,0.31716943,10.0
M,0.7927358,0.61433995,0.2229586,1.3893453,0.6486733,12.0
I,0.30571696,0.30116582,0.08251571,0.11705456,0.038437933,8.0
M,0.61969703,0.5177296,0.15,0.6720467,0.3177507,11.0
I,0.47477263,0.36,0.115,0.21495895,0.102457,8.0
I,0.6222969,0.4939151,0.175,0.48307922,0.25408018,14.80654
I,0.42534745,0.32396728,0.1,0.15787387,0.0725947,8.0
F,0.575,0.45,0.15,0.41157717,0.20588276,9.0
F,0.7774416,0.47,0.125,0.5300403,0.20733534,10.0
F,0.5119241,0.46,0.21218438,0.2601129,0.17319798,11.0
F,0.57388645,0.45,0.15,0.4090008,0.20153914,9.0
M,0.49197918,0.3794017,0.125,0.2412361,0.12784085,11.0
I,0.44617006,0.24166842,0.1,0.07201394,0.04823325,8.0
F,0.615,0.48771602,0.165,0.54036397,0.24021313,9.0
I,0.18712823,0.13311508,0.041309223,0.012892971,0.006702495,3.7584126
M,0.61,0.32326293,1.1291497,0.5317308,0.14914727,8.0
I,0.585,0.46,0.155,0.40233755,0.20212843,11.0
M,0.8144578,0.6477014,1.1051025,1.487351,0.75777036,14.0
I,0.5359808,0.4187189,0.13,0.31398493,0.14836788,9.0
F,0.635,0.465,0.175,0.5189574,0.24650633,12.0
I,0.37244743,0.28,0.09,0.10298146,0.04908485,7.2623487
M,0.61,0.485,0.17,0.46537665,0.2500827,15.965002
M,0.58,0.45,0.15,0.4533659,0.2041847,9.0
M,0.790597,0.6107509,0.22185569,1.384697,0.6421031,12.0
F,0.6893015,0.5383323,0.19289285,0.6731935,0.35796022,14.0
I,0.2732255,0.20090407,0.06608108,0.038717773,0.021015571,6.0
I,0.34810033,0.26445144,0.08290056,0.091139056,0.04074468,6.0
M,0.15761599,0.11540626,0.04144947,0.0063131466,0.0035012183,5.0
I,0.124607846,0.09753137,0.009597334,0.003876702,0.001291913,2.7571993
M,0.5751438,0.5509577,0.135,0.30657145,0.24104437,9.0
M,0.59,0.47344595,0.17,0.4268947,0.23235554,17.0
F,0.595,0.45,0.15,0.44066626,0.21888219,10.0
F,0.70673317,0.55,0.19042633,0.77820086,0.39812803,11.0
M,0.7233224,0.56421065,0.2,0.92380923,0.43683016,11.0
I,0.15047236,0.11112878,0.024055317,0.00661403,0.0031351899,4.0
I,0.11001052,0.09,3.382795e-06,0.0025011578,0.0005,2.0033205
I,0.62,0.485,0.155,0.4469455,0.22235379,11.0
I,0.36627653,0.22234602,0.07580092,0.021234961,0.083715975,10.0
M,0.4719329,0.36,0.12,0.22403267,0.10927735,9.0
I,0.110016294,0.090000965,6.139424e-06,0.0025018172,0.0005,2.004331
I,0.288248,0.20864849,0.06993904,0.056527942,0.02345326,4.845725
I,0.32195097,0.2446597,0.08,0.06819097,0.03462801,6.0
F,0.2806482,0.26516616,0.1,0.074980006,0.061416335,8.0
I,0.20440836,0.14829366,0.046096213,0.01518127,0.009016091,5.0
M,0.110136725,0.09001421,0.00036510607,0.0025079935,0.00050015067,2.118094
F,0.55,0.4422993,0.14,0.31244275,0.21609968,10.0
F,0.6685906,0.525,0.18351385,0.6471906,0.33377063,11.0
F,0.8087928,0.63818187,0.6441853,1.4345502,0.71905553,13.845298
F,0.69570196,0.5072868,0.17,0.48893532,0.28671503,10.0
F,0.645,0.51,0.1825489,0.5295619,0.3025346,13.39677
M,0.565,0.43620446,0.145,0.38337237,0.18623982,9.0
M,0.59268516,0.19876601,0.16,0.14575046,0.090881616,10.305176
F,0.3681351,0.6214466,0.155,0.08261305,0.050313488,18.811813
I,0.11007996,0.09000828,3.8511513e-05,0.002506666,0.0005000886,2.0133202
M,0.645,0.515,0.135,0.58847535,0.33146426,10.0
I,0.59629166,0.51,0.061217457,0.14057997,0.092712045,9.0
F,0.458222,0.355,0.12,0.1919497,0.10531115,10.0
M,0.515,0.34132606,0.08,0.12436401,0.10403169,25.116623
I,0.22527651,0.17121923,0.059693746,0.003523357,0.16121708,11.0
F,0.4029614,0.30174837,0.1,0.14036192,0.068754606,7.1816587
I,0.38216415,0.28645328,0.095,0.13459723,0.058300395,8.0
I,0.427099,0.3836045,0.08143903,0.109232634,0.10895487,6.0
F,0.64596933,0.4958257,0.1,0.46532023,0.28579253,10.0
I,0.11142087,0.090530306,0.00087581883,0.00256603,0.0005102202,2.1222029
F,0.62,0.09000591,0.19873409,0.1908014,0.2385303,8.0
F,0.46362495,0.35344678,0.115,0.20983206,0.10418315,8.0
I,0.18671207,0.13439366,0.041498303,0.012419042,0.0069381995,4.0
M,0.6820036,0.10873671,0.115,0.2402298,0.18232524,9.0
F,0.73879933,0.5594598,0.18602009,0.9525074,0.4793789,10.0
I,0.625,0.49520117,0.175,0.49727994,0.26007244,13.0
F,0.68468285,0.405,0.165,0.15441512,0.021274263,4.0
I,0.31465825,0.23601708,0.077402666,0.052017972,0.031696316,8.0
M,0.1613377,0.13045752,0.04287703,0.0076033557,0.0036764275,4.0
M,0.565,0.44,0.15,0.3734338,0.19966128,9.0
F,0.54124075,0.5045171,0.19,0.58181244,0.08692155,10.0
M,0.77835995,0.59540486,0.21660092,1.3080027,0.5857948,12.0
F,0.78566676,0.6022351,0.2126044,1.2796792,0.61351955,11.910897
F,0.57168657,0.45,0.155,0.38087046,0.21327606,12.0
M,0.65,0.51626503,0.19,0.79728025,0.3736309,11.0
I,0.38319954,0.45,0.119327694,0.18022989,0.1036797,6.0
F,0.6125065,0.14548233,0.18,0.27642712,0.16243826,10.0
F,0.625,0.48996612,0.17,0.49791667,0.26562235,11.0
M,0.7194297,0.45,0.7726286,0.39479685,0.12090933,11.0
I,0.11126573,0.09041446,0.0007463338,0.0025554188,0.0005074748,2.153732
I,0.36218873,0.31439906,0.08,0.042817205,0.058035634,7.0
M,0.7251798,0.13277607,0.185,1.3698606,0.0637623,8.0
F,0.58,0.4545871,0.15275182,0.4333951,0.22266348,10.0
M,0.8147224,0.6488516,1.1056595,1.4879241,0.758417,13.923259
M,0.3611237,0.27580225,0.09102775,0.077908896,0.05153752,10.0
F,0.117683105,0.17844908,0.17,0.5781615,0.55547804,3.0035074
I,0.11356397,0.091697395,0.0022733384,0.0026802132,0.0005558726,2.565287
M,0.6272695,0.495,0.17112613,0.5259522,0.2689243,11.898446
F,0.565,0.20710017,0.043724637,0.78197557,0.2790457,10.0
I,0.44689545,0.344234,0.1084369,0.18836945,0.086685374,7.577933
F,0.565,0.44,0.15,0.3788394,0.19458011,10.0
F,0.6022966,0.47,0.16,0.48010492,0.25112844,10.0
F,0.11008197,0.425,0.04977136,0.003578741,0.131299,2.0786347
F,0.49345133,0.37738147,0.125,0.25129148,0.12807707,9.0
F,0.36975878,0.4273282,0.17,0.3811604,0.1635969,10.0
M,0.58,0.55,0.165,0.3069212,0.2564149,9.0
I,0.52820086,0.405,0.13,0.3014341,0.14183517,9.0
F,0.2852624,0.22711438,0.08,0.033621144,0.033414807,10.0
F,0.54,0.42,0.145,0.33348438,0.16347133,9.0
F,0.7801823,0.594529,0.21075106,1.2403612,0.5887078,11.0
F,0.7535829,0.58099556,0.20426245,1.0747573,0.4841299,11.0
M,0.81098217,0.6405303,0.9183208,1.4770852,0.73554236,13.0
I,0.15728016,0.114852406,0.02789923,0.0077162846,0.0037637008,4.0
M,0.35820585,0.28,0.09170986,0.13133436,0.05802863,4.89566
I,0.5360224,0.405,0.145,0.25910142,0.15577042,9.0
F,0.625,0.49,0.17,0.51221985,0.2430881,13.0
M,0.4055023,0.24760929,0.08035178,0.16186814,0.1451895,9.0
M,0.505,0.37953216,0.135,0.24612485,0.13485168,11.0
F,0.72247684,0.485,0.145,0.18813102,0.14470968,24.358105
F,0.6,0.63054925,0.18,0.39276025,0.32045904,9.0
F,0.11113187,0.20432584,0.056568928,0.26216042,0.34943485,10.0
F,0.8127396,0.64391065,0.94255984,1.4775474,0.74627316,13.0
F,0.81301534,0.435,0.090456225,0.16754462,0.288805,13.0
I,0.3170976,0.23510215,0.07520357,0.07911647,0.03602468,6.0
M,0.58,0.46949306,0.15,0.4106044,0.16954312,12.0
F,0.6161601,0.48517773,0.1718529,0.47110748,0.258301,14.0
M,0.615,0.485,0.16,0.5561649,0.26221552,9.0
M,0.46820742,0.45,0.175,0.33689934,0.08502691,8.0
I,0.11206068,0.09088512,0.0012858951,0.002599155,0.0005201621,2.2033517
M,0.44,0.33791062,0.11,0.15879934,0.08765046,10.0
F,0.565,0.455,0.11954468,0.36497435,0.24812584,11.0
F,0.625,0.485,0.17,0.49324542,0.26547205,10.0
I,0.80989444,0.6011901,0.39487135,0.016547132,0.07707106,26.960987
I,0.11348143,0.09166162,0.0022356631,0.0026813804,0.00055527955,2.447146
I,0.24877116,0.18262213,0.060008086,0.031501967,0.015981654,5.0
M,0.6,0.47,0.16,0.4577423,0.23171255,11.0
I,0.3786146,0.46849012,0.195,0.002997832,0.113124914,9.0
I,0.47514677,0.36801693,0.12,0.21363388,0.1035272,9.0
I,0.12344899,0.09696781,0.008715266,0.0036907573,0.0011895391,2.5474463
F,0.8142901,0.6473339,1.0571113,1.486575,0.75645393,13.708287
I,0.5317976,0.45046836,0.14888948,0.3419195,0.1618184,9.0
M,0.615,0.42160577,0.15,0.049312618,0.1605811,8.0
F,0.555,0.5105448,0.085,0.68448937,0.25895783,2.6164815
F,0.55533224,0.35,0.13678563,0.0071886503,0.20156392,5.0
F,0.635,0.46760333,0.18607928,0.5845601,0.2411183,9.0
M,0.13175374,0.100644685,0.024746891,0.0042921733,0.0015605537,3.2568502
F,0.35711133,0.6170022,0.105,0.9160541,0.48025528,8.0
I,0.6,0.32100162,0.9672111,0.76156366,0.00058379216,11.124018
F,0.64,0.505,0.175,0.5423777,0.2895258,12.0
I,0.52168685,0.42548808,0.15,0.26526263,0.1778451,9.0
F,0.45877382,0.415,0.09,0.6357059,0.25418022,4.3380847
I,0.595,0.47,0.16,0.42683497,0.21728222,12.0
I,0.59219563,0.47,0.16,0.41551062,0.2123686,13.0
M,0.58380723,0.45564598,0.15,0.42876968,0.2125561,10.0
M,0.44054613,0.33307713,0.115,0.16361025,0.09521917,10.0
F,0.5279844,0.33538002,0.11,0.15309857,0.096187405,11.0
F,0.20476489,0.16931029,0.145,0.0025008793,0.10933158,2.0098586
M,0.6597313,0.13386494,0.20735689,0.06055763,0.044192195,11.0
I,0.51165724,0.395,0.125,0.2694714,0.12783028,9.0
M,0.62600946,0.49009004,0.16511106,0.540106,0.27198112,10.0
I,0.555,0.4307692,0.145,0.34437987,0.1670573,10.0
F,0.8133704,0.64488465,0.978381,1.4827338,0.74957603,13.0
M,0.69890034,0.55347943,0.1919347,0.78758574,0.36127248,15.182387
I,0.318891,0.36547023,0.008287022,0.065051824,0.22295472,6.0
I,0.61,0.55,0.135,0.026860893,0.26568282,15.742149
F,0.61,0.47962636,0.165,0.46985626,0.2482389,11.0
I,0.36094743,0.4688124,0.188928,0.0035470908,0.12165879,4.0
M,0.5429772,0.51,0.195,0.8521044,0.08851371,20.24154
M,0.7318699,0.5687425,0.19040781,1.0367761,0.46543992,10.0
M,0.53569424,0.40613937,0.145,0.32371426,0.17132336,10.0
F,0.813784,0.6453951,0.9974353,1.4850124,0.75459814,14.8979025
M,0.5888239,0.47,0.165,0.41086176,0.22396022,16.27573
I,0.30235574,0.24960467,0.08,0.0823602,0.03375023,6.0
F,0.1867894,0.6467126,0.19913255,0.47975227,0.059319988,10.0
I,0.52225655,0.3,0.058421433,0.3177019,0.4488982,10.0
M,0.57,0.45,0.15,0.3903658,0.19636787,10.0
F,0.55040133,0.43073562,0.14190635,0.3692165,0.18468362,9.0
F,0.3979404,0.36748543,0.1,0.23812081,0.13136664,8.0
I,0.29951555,0.22533703,0.07118747,0.059208337,0.029050358,5.4392657
M,0.8135087,0.6454535,1.049519,1.4855478,0.751039,13.0
I,0.465,0.35702127,0.12,0.2485261,0.11856754,8.0
F,0.36300462,0.26925915,0.1,0.031616252,0.074473746,10.0
M,0.61,0.48,0.165,0.48178217,0.24573192,11.0
I,0.18172374,0.12970527,0.040345248,0.011087304,0.005888896,4.0
I,0.525,0.24404864,0.18,0.55022293,0.021134827,12.098504
M,0.585,0.46718752,0.16,0.43573844,0.21636663,13.177059
I,0.49936706,0.385,0.125,0.25260183,0.118706316,9.0
F,0.5310253,0.4112257,0.14,0.30853435,0.16236143,10.0
M,0.6531145,0.507999,0.176058,0.5215511,0.24305807,11.0
M,0.63,0.485,0.17,0.06880376,0.31273317,11.0
I,0.49427584,0.38,0.12,0.24762422,0.11433662,8.0
F,0.5202548,0.4072993,0.14,0.301282,0.15882115,10.527149
I,0.3860836,0.35,0.09,0.10026379,0.055092953,8.0
F,0.7031277,0.37052023,0.105,0.6382817,0.10850281,7.0
F,0.7241222,0.53422904,0.16,0.5151243,0.23270793,9.0
M,0.5810487,0.415,0.17134137,0.33128762,0.2381503,10.0
I,0.4334297,0.32878032,0.105,0.16062038,0.07529533,9.0
I,0.11016419,0.09002027,8.5234016e-05,0.0025105642,0.00050025544,2.0255363
F,0.3728858,0.28,0.09390762,0.12697698,0.056852024,5.841956
I,0.4114395,0.30143127,0.09461809,0.14469443,0.06317062,6.0
M,0.61,0.48493665,0.155,0.5357081,0.335059,18.618826
M,0.645,0.47,0.165,0.4514168,0.26444843,8.0
F,0.63,0.5,0.175,0.5083575,0.27419963,13.0
M,0.65,0.51,0.17753664,0.48326254,0.2961738,13.483044
F,0.53,0.41,0.14,0.30803797,0.15986887,10.0
I,0.111500904,0.09056503,0.0009168218,0.0025684577,0.0005109596,2.1469457
M,0.52,0.3608817,0.11504471,0.4118084,0.21026006,10.0
M,0.625,0.090413645,0.0023210333,0.3138773,0.23535997,8.0
M,0.11048363,0.09002921,0.0006824943,0.0025156855,0.0005006616,2.29429
M,0.525,0.32272592,0.155,0.5351475,0.19721512,7.0
I,0.37147838,0.28,0.09,0.12110139,0.0550681,5.8698206
I,0.6673402,0.09008735,0.011859507,0.0052382397,0.11578657,4.0
I,0.41690415,0.37669337,0.09682171,0.056603722,0.20682517,10.0
F,0.575,0.45,0.15008287,0.39376894,0.20573871,10.0
I,0.475,0.3561467,0.115,0.22239368,0.1032519,9.0
I,0.6236475,0.18999125,0.09465166,0.2750211,0.114147276,9.0
I,0.22503911,0.6479147,0.115,0.8944738,0.18281476,11.0
F,0.55,0.42507035,0.145,0.35213107,0.18063734,9.0
F,0.43795183,0.33714175,0.11,0.16092283,0.09005806,10.0
I,0.1102615,0.09004145,0.00014930603,0.0025149214,0.0005005897,2.0311306
I,0.42839253,0.325,0.1,0.15929522,0.07380561,8.0
I,0.63,0.485,0.16,0.5114559,0.25663766,12.0
F,0.56187606,0.425,0.001267748,1.1352551,0.2788173,16.096954
I,0.19349305,0.13934185,0.04304469,0.012980385,0.0074211396,4.824561
I,0.110001124,0.09,0.0,0.0025002882,0.0005,2.0008562
M,0.61,0.542896,0.16,0.44767284,0.16944794,8.0
M,0.81245077,0.64320636,0.99506384,1.4825174,0.7436953,13.0
M,0.595,0.46624848,0.155,0.4538201,0.22869936,10.0
M,0.495,0.38934377,0.135,0.24851479,0.15057525,8.0
F,0.575,0.45,0.155,0.386326,0.20702985,11.005866
F,0.50022715,0.30585355,0.0010340557,0.7645348,0.026788251,4.981543
M,0.38789862,0.29255512,0.09919864,0.12182418,0.06175094,8.0
M,0.39504892,0.2872866,0.08,0.38102502,0.23201643,10.0
I,0.71633285,0.5222621,0.165,0.23820846,0.28232673,19.149294
F,0.5841756,0.6101491,0.11,0.21127477,0.30846545,9.0
I,0.18046203,0.12877145,0.040173683,0.011047928,0.0058030887,4.0
M,0.5814407,0.45605007,0.155,0.4161753,0.20392938,10.0
I,0.3012284,0.27156323,0.04654864,0.090723984,0.0617816,7.0
I,0.33915558,0.25909242,0.08,0.09597374,0.036370113,6.0
F,0.7311455,0.56689066,0.20455192,0.9555346,0.46381125,13.0
I,0.48,0.3721204,0.12,0.23123625,0.10756743,9.0
I,0.635,0.5094762,0.185,0.5174149,0.28118244,18.21019
I,0.18950176,0.1349535,0.042087283,0.0142917,0.0071781892,3.2561295
I,0.45535514,0.44774112,0.1,0.4590218,0.18674143,10.0
M,0.52913034,0.41,0.13823752,0.3031758,0.15657304,11.0
M,0.585,0.51692766,0.1,0.43020925,0.1979407,8.0
M,0.52004224,0.49575183,0.1,0.010756202,0.16051766,10.0
F,0.75270426,0.58161235,0.20641413,1.0255759,0.48134556,12.0
F,0.64623374,0.515,0.18547645,0.5408628,0.30093205,17.0
M,0.57823205,0.45,0.15,0.41038525,0.2040799,10.0
M,0.62,0.42578465,0.145,0.2962849,0.10435797,9.0
F,0.6327531,0.50289756,0.18,0.5333056,0.2829286,11.0
F,0.5172051,0.4,0.13897982,0.28075144,0.15149519,11.0
M,0.555,0.47,0.155,0.45781168,0.14707273,10.0
M,0.6475712,0.48,0.165,0.5181541,0.16419713,9.0
I,0.3279359,0.24770656,0.08,0.071903236,0.035965838,6.704499
F,0.3761898,0.385,0.105,0.09832659,0.1260802,9.0
M,0.66,0.09020837,0.115,0.03769676,0.26045656,15.0
