workclass,fnlwgt,education,education.num,marital.status,relationship,race,sex,capital.loss,hours.per.week,income
 Private,187519.23, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,8.0, <=50K
 Private,110223.51, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,30415.58, Some-college,10.0, Never-married, Own-child, White, Female,0.0,3.3602207, <=50K
 Private,26592.455, HS-grad,9.0, Divorced, Own-child, White, Female,0.0,40.0, <=50K
 Private,113287.984, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,116529.44, Some-college,10.0, Never-married, Own-child, White, Female,0.0,4.273679, <=50K
 Private,475292.53, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 State-gov,88626.0, Masters,14.0, Widowed, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,28167.059, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,24207.014, Bachelors,13.0, Married-civ-spouse, Wife, Black, Female,0.0,40.0, <=50K
 Private,125987.97, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 ?,144039.45, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,10.282474, <=50K
 Private,374138.12, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,177217.42, 7th-8th,8.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,341295.9, 11th,7.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,283415.47, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,190592.38, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Private,103369.96, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,53038.64, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,274387.25, 7th-8th,3.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,321567.22, Some-college,9.0, Married-civ-spouse, Own-child, White, Male,0.0,45.0, <=50K
 Local-gov,221603.69, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,15.0, <=50K
 Local-gov,184277.3, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,98.06087, <=50K
 Private,200958.11, Bachelors,13.0, Divorced, Not-in-family, White, Male,0.0,72.0, >50K
 Private,59511.332, Assoc-acdm,12.0, Separated, Unmarried, White, Female,0.0,2.0822363, <=50K
 Private,478180.5, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 State-gov,25774.826, Bachelors,13.0, Never-married, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,125417.1, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,380070.03, Bachelors,13.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,22492.387, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,33237.055, Prof-school,15.0, Never-married, Unmarried, White, Female,0.0,3.9731295, <=50K
 Private,33249.324, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-not-inc,71328.43, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,1.0005989, <=50K
 Private,231814.6, HS-grad,9.0, Divorced, Own-child, White, Male,0.0,40.0, <=50K
 Private,119231.28, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Local-gov,20822.309, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,228765.53, Bachelors,13.0, Married-civ-spouse, Own-child, White, Male,0.0,40.0, <=50K
 Private,56489.234, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,709928.3, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,219129.89, HS-grad,3.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,26628.475, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,211891.53, HS-grad,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,77409.82, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,195586.28, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,35351.48, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,3.1612723, <=50K
 Private,159689.56, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,6.721499, <=50K
 Private,174277.81, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Self-emp-not-inc,31668.383, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,211823.97, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,111198.555, Bachelors,13.0, Never-married, Own-child, White, Female,0.0,10.0, <=50K
 Private,24042.87, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, >50K
 Private,264235.22, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,211564.22, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,55.0, >50K
 ?,444461.3, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,5.9004555, <=50K
 Private,58450.484, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 ?,315168.72, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,24703.477, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,1977.0,40.0, <=50K
 Self-emp-not-inc,99326.516, HS-grad,9.0, Never-married, Not-in-family, Other, Male,0.0,1.0824406, <=50K
 Private,187272.16, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, >50K
 Private,255929.7, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,80.0, <=50K
 Private,232517.08, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,509711.84, 10th,6.0, Separated, Own-child, White, Male,0.0,6.0, <=50K
 Private,21344.719, Some-college,10.0, Never-married, Unmarried, White, Male,0.0,40.0, <=50K
 Federal-gov,188935.33, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, <=50K
 Private,411999.44, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,97.369255, >50K
 Private,279065.72, 11th,7.0, Divorced, Other-relative, White, Male,0.0,40.0, <=50K
 Private,201063.89, Some-college,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,76428.875, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,343224.38, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,38.0, <=50K
 Private,375305.4, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,394960.47, 12th,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,689494.0, 7th-8th,7.0, Married-civ-spouse, Own-child, White, Female,0.0,37.769543, <=50K
 Private,203781.39, Assoc-acdm,12.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,161869.23, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,73596.305, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,1.7357833, <=50K
 Private,188720.1, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,380515.56, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,67392.59, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 ?,18902.307, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,192839.81, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,282003.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, >50K
 Federal-gov,21522.338, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,190133.5, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,101153.664, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,45.0, <=50K
 Private,168620.14, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,3.551861, <=50K
 Private,68264.58, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Local-gov,512165.6, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,249448.88, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Local-gov,183449.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,141865.08, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,2021.7924,40.0, >50K
 Private,25940.957, Some-college,10.0, Married-civ-spouse, Wife, Amer-Indian-Eskimo, Female,0.0,40.0, <=50K
 Private,267147.0, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,103918.03, Bachelors,13.0, Never-married, Own-child, Asian-Pac-Islander, Female,0.0,1.6118487, <=50K
 Private,73489.31, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,314514.6, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Self-emp-not-inc,35136.56, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,1.1798201, >50K
 Private,46479.688, Some-college,10.0, Divorced, Own-child, Asian-Pac-Islander, Female,0.0,40.0, <=50K
 Private,746667.44, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,112776.83, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Self-emp-not-inc,41626.562, HS-grad,9.0, Married-civ-spouse, Husband, Other, Male,0.0,75.24993, >50K
 Local-gov,68458.6, Some-college,10.0, Married-spouse-absent, Unmarried, White, Male,0.0,40.0, <=50K
 Private,313146.03, Masters,14.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, >50K
 Private,306415.75, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,182304.94, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 State-gov,308627.78, HS-grad,9.0, Never-married, Not-in-family, Black, Male,0.0,40.0, <=50K
 Private,77039.52, Some-college,10.0, Never-married, Own-child, White, Female,0.0,4.0, <=50K
 Private,216128.03, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,59653.88, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,65.236496, <=50K
 Private,175417.62, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,165278.58, 7th-8th,3.0, Widowed, Not-in-family, Black, Female,0.0,1.9007248, <=50K
 Private,331058.8, Bachelors,10.0, Married-civ-spouse, Own-child, White, Female,0.0,40.0, <=50K
 Private,116125.64, Some-college,10.0, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0.0,40.0, <=50K
 State-gov,32748.139, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,423152.25, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,8.0, <=50K
 Private,372651.44, Some-college,10.0, Never-married, Own-child, White, Female,1902.0,40.0, <=50K
 Private,93482.984, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,113419.66, HS-grad,9.0, Never-married, Unmarried, White, Male,0.0,45.0, <=50K
 Private,540984.3, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,17438.293, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, <=50K
 Private,80333.43, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,497813.44, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,6.669135, <=50K
 Private,546424.5, Some-college,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 State-gov,44264.914, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,214719.75, Some-college,10.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,209700.75, 7th-8th,3.0, Widowed, Unmarried, Black, Female,0.0,1.6628153, <=50K
 Private,191812.84, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,92938.05, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,67.70064, <=50K
 Private,273724.66, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,86850.445, HS-grad,9.0, Divorced, Own-child, White, Male,0.0,40.0, <=50K
 ?,33816.168, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,65.0, <=50K
 Local-gov,96813.84, Assoc-voc,11.0, Never-married, Not-in-family, Black, Female,0.0,1.1976541, <=50K
 Private,297632.12, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, <=50K
 Private,174473.1, Masters,14.0, Married-civ-spouse, Other-relative, White, Male,2037.8542,40.0, <=50K
 Private,393394.97, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,14267.616, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,298722.88, Masters,14.0, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,0.0,40.0, <=50K
 Private,105373.42, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,29978.932, Some-college,10.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 State-gov,587071.75, Some-college,10.0, Married-civ-spouse, Husband, Black, Male,0.0,40.0, <=50K
 Private,454983.8, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,28235.793, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,341021.16, Some-college,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Local-gov,443169.88, Bachelors,13.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, >50K
 Private,45709.047, 11th,7.0, Never-married, Own-child, White, Male,0.0,55.0, <=50K
 Self-emp-not-inc,28380.42, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,137676.5, Bachelors,13.0, Never-married, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,55153.086, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 ?,59222.938, Some-college,10.0, Never-married, Own-child, Black, Female,0.0,21.01071, <=50K
 Private,71177.98, Assoc-voc,12.0, Married-civ-spouse, Husband, White, Male,0.0,38.0, <=50K
 Private,471217.5, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,155979.83, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,69.320816, <=50K
 Self-emp-not-inc,436258.3, Assoc-acdm,12.0, Never-married, Not-in-family, White, Female,0.0,14.645513, <=50K
 Private,311151.2, HS-grad,9.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,230119.72, Bachelors,13.0, Married-civ-spouse, Own-child, White, Male,0.0,40.0, <=50K
 Private,29791.967, 7th-8th,2.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,271740.38, Some-college,10.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,361813.62, Some-college,9.0, Never-married, Own-child, White, Female,0.0,35.0, <=50K
 State-gov,37074.395, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,4.574291, <=50K
 State-gov,220365.92, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,201496.67, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,82556.31, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,178715.58, HS-grad,9.0, Separated, Not-in-family, Other, Male,0.0,40.0, <=50K
 Private,306934.38, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,416397.66, Some-college,10.0, Divorced, Own-child, White, Female,0.0,6.0, <=50K
 Private,112495.11, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-not-inc,85428.74, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, <=50K
 Private,423124.8, 10th,4.0, Never-married, Own-child, White, Male,0.0,6.767966, <=50K
 Private,314819.34, HS-grad,9.0, Divorced, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,617958.94, Some-college,10.0, Never-married, Not-in-family, White, Female,1958.9542,40.0, <=50K
 Private,265511.38, HS-grad,7.0, Married-civ-spouse, Not-in-family, White, Male,0.0,45.0, <=50K
 Local-gov,265642.2, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,44802.098, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, >50K
 Federal-gov,63829.57, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,115409.82, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,70.0, >50K
 Private,220537.42, 7th-8th,3.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,394656.9, HS-grad,10.0, Never-married, Wife, White, Male,0.0,16.303164, <=50K
 Self-emp-not-inc,309087.5, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,379279.34, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,185161.84, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,141155.3, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,54599.973, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,541477.06, Some-college,10.0, Never-married, Own-child, White, Male,0.0,8.0, <=50K
 Private,386759.44, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, <=50K
 Private,29581.074, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,159789.33, HS-grad,9.0, Never-married, Not-in-family, Black, Female,0.0,40.0, <=50K
 Private,97911.35, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,446083.9, Masters,14.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,476428.47, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,60284.39, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,80.0, >50K
 Local-gov,107079.984, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,433995.25, Bachelors,16.0, Married-civ-spouse, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,324440.12, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,99.0, <=50K
 Private,23985.947, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,477330.28, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,378968.84, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,289529.62, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,352031.75, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,99.0, <=50K
 Self-emp-not-inc,15292.522, 12th,14.0, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0.0,99.0, <=50K
 Private,174217.72, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,103625.97, HS-grad,9.0, Married-civ-spouse, Wife, White, Male,0.0,40.0, <=50K
 Private,240393.62, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,180031.6, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,24.297066, <=50K
 Private,213695.25, Assoc-acdm,12.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,89264.79, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, >50K
 Private,63439.215, Assoc-acdm,12.0, Separated, Unmarried, Black, Male,0.0,40.0, <=50K
 State-gov,159604.34, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,27447.451, Some-college,10.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,54284.445, Masters,14.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Local-gov,361027.3, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,456256.94, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,5.0, <=50K
 ?,21680.459, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,3.2403615, <=50K
 Private,241677.83, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,83.0579, <=50K
 Private,309850.72, Prof-school,15.0, Divorced, Unmarried, White, Female,0.0,6.1972656, >50K
 ?,22365.088, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,56991.887, Some-college,11.0, Never-married, Unmarried, White, Male,0.0,30.0, <=50K
 Private,229745.52, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Self-emp-inc,161998.69, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,197462.62, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 State-gov,761873.44, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 State-gov,35127.066, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,181721.08, Some-college,10.0, Never-married, Own-child, White, Male,0.0,15.0, <=50K
 Private,38309.367, HS-grad,9.0, Married-civ-spouse, Wife, White, Male,0.0,50.0, <=50K
 Private,498397.6, 12th,9.0, Married-civ-spouse, Husband, White, Male,0.0,55.0, >50K
 Self-emp-not-inc,1019859.5, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,3.1691568, <=50K
 Private,106828.96, HS-grad,9.0, Never-married, Own-child, Amer-Indian-Eskimo, Female,0.0,30.0, <=50K
 Self-emp-not-inc,239311.55, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,99.0, <=50K
 Private,120158.484, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,248012.98, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,30.0, <=50K
 ?,434426.16, 11th,7.0, Never-married, Own-child, White, Female,0.0,20.0, <=50K
 Private,29931.56, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,410696.03, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Local-gov,84433.97, Some-college,10.0, Never-married, Own-child, White, Female,0.0,1.8705655, <=50K
 Private,343585.8, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,117827.42, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,466198.78, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,32567.49, Some-college,10.0, Never-married, Own-child, Black, Male,0.0,40.0, <=50K
 Private,194212.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-inc,33126.777, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,32762.467, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, >50K
 Local-gov,143057.97, Some-college,10.0, Never-married, Own-child, Black, Male,0.0,1.8726641, <=50K
 Private,212974.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,242867.64, Assoc-voc,1.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,164960.97, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,519291.9, Masters,14.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,176478.67, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,221355.52, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,50.0, <=50K
 Private,28227.217, Bachelors,13.0, Never-married, Other-relative, White, Female,0.0,10.387263, <=50K
 Private,741005.3, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,117280.9, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,177212.1, HS-grad,9.0, Separated, Not-in-family, White, Female,0.0,40.0, <=50K
 Self-emp-inc,93933.94, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,689967.3, Some-college,10.0, Never-married, Own-child, White, Male,0.0,3.0060263, <=50K
 Private,94540.84, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,68912.42, 10th,6.0, Never-married, Own-child, Black, Female,0.0,25.0, <=50K
 Private,465163.47, HS-grad,9.0, Never-married, Unmarried, White, Female,0.0,25.0, <=50K
 Private,502714.1, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,108108.85, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 State-gov,189226.89, Some-college,10.0, Never-married, Not-in-family, Black, Male,0.0,40.0, <=50K
 Local-gov,516745.44, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,346781.0, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,159585.4, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Self-emp-inc,26972.385, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,436335.84, Assoc-voc,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,110901.7, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,336902.34, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,30.0, <=50K
 Private,150594.0, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 ?,236162.77, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, <=50K
 Private,138917.33, Masters,14.0, Divorced, Not-in-family, White, Female,0.0,5.0, <=50K
 Private,282196.28, Some-college,10.0, Never-married, Own-child, Black, Female,0.0,40.0, <=50K
 Private,28670.867, 12th,4.0, Married-spouse-absent, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,176285.0, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,38836.08, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,80.0, <=50K
 Private,314828.8, 7th-8th,1.6716455, Married-civ-spouse, Wife, White, Female,0.0,15.0, <=50K
 Private,21716.998, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,285301.0, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,91.18064, >50K
