Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
M,0.615,0.485,0.17,0.48265773,0.2548326,13.71219
M,0.3114719,0.23227519,0.08,0.061256118,0.033094473,6.0115433
F,0.645,0.27676076,0.002478948,0.24176823,0.34700716,13.746885
M,0.49742174,0.38154975,0.125,0.2566824,0.12853302,9.105017
F,0.69205344,0.5380955,0.18919902,0.71491444,0.37284634,11.0
I,0.13561222,0.09043195,0.08860248,0.06666323,0.1164026,7.0
I,0.6,0.405,0.14,0.41570425,0.20195302,10.0
I,0.16633204,0.12021668,0.03268102,0.008401536,0.004385473,4.0342913
M,0.66866666,0.525,0.18563811,0.6582827,0.33504632,11.0
M,0.6371781,0.3,0.19095773,0.52643496,0.37643287,8.0
I,0.475,0.38,0.13,0.12894528,0.08547616,10.0
F,0.81018,0.63826877,0.668716,1.464992,0.73009384,12.0
M,0.6256849,0.466672,0.165,0.54219186,0.27277204,10.0
I,0.6,0.47159478,0.16,0.4391514,0.22291705,11.0
F,0.595,0.47,0.16226205,0.43354413,0.23172209,12.0
I,0.11003637,0.09000299,1.548751e-05,0.0025036696,0.0005,2.0095077
M,0.5730784,0.465,0.175,0.5171529,0.19633791,12.0
I,0.110094994,0.09001024,4.7640093e-05,0.0025077034,0.00050011533,2.0153522
M,0.6387031,0.50293684,0.175,0.5724463,0.28583673,11.0
I,0.11014055,0.09001632,7.125652e-05,0.002509572,0.0005001983,2.0230033
F,0.61,0.47878557,0.165,0.4752961,0.24877019,11.0
I,0.38285357,0.29,0.09,0.11504016,0.052718595,7.0
M,0.625,0.5,0.18,0.49083078,0.27026463,19.0111
F,0.8129604,0.6436859,0.93179,1.4808784,0.74736834,13.0
M,0.54809135,0.425,0.145,0.35265332,0.17614847,9.0
M,0.625,0.49,0.17,0.51700145,0.26214248,11.0
I,0.11296315,0.09141246,0.0019275397,0.002657995,0.0005429992,2.2502043
F,0.81481725,0.6494048,1.106246,1.487803,0.75944835,15.357645
F,0.49328622,0.38,0.13,0.25987384,0.13494217,9.0
F,0.3693613,0.28451833,0.095,0.09011975,0.057377037,9.0
F,0.25396392,0.19511336,0.06885279,0.019568594,0.021618558,9.099113
I,0.20158212,0.14519204,0.04559209,0.017615126,0.009082803,3.9073448
M,0.5884546,0.46,0.155,0.4377786,0.21787773,10.0
F,0.61,0.476233,0.165,0.47516707,0.24741128,10.86456
I,0.35964525,0.27420643,0.08,0.09190579,0.041898813,7.0
M,0.7233332,0.56389517,0.2,0.9394259,0.43721217,11.0
M,0.6753884,0.525,0.185,0.70183784,0.34920934,11.0
F,0.595,0.47,0.165,0.42410573,0.23265663,14.0
F,0.81292254,0.6439684,0.9352101,1.4795704,0.7465383,13.0
F,0.465,0.355,0.11706178,0.2131152,0.10597857,8.0
I,0.36946627,0.28,0.09,0.097261526,0.04728584,8.0
M,0.565,0.44,0.145,0.3652025,0.1843811,10.923554
I,0.45465335,0.35,0.11,0.19077113,0.08978686,8.0
M,0.5418602,0.4199177,0.14,0.34770587,0.16872492,9.0
M,0.68931013,0.63996905,0.16,0.65288997,0.29217455,8.0
F,0.5578988,0.435,0.145,0.36863026,0.18875515,9.0
M,0.76520413,0.5843849,0.21392208,1.2090968,0.5281741,13.0
F,0.7199047,0.09,1.103625,0.13541523,0.07239087,11.0
M,0.112174086,0.09034961,0.0034531895,0.002576667,0.0005115513,2.8903854
F,0.615,0.485,0.17426147,0.4635516,0.2567382,15.0
I,0.32595864,0.24716344,0.08,0.076419495,0.036094666,6.0
M,0.5675934,0.4,0.07,0.36600915,0.25796157,6.0
M,0.61,0.47753435,0.165,0.48238963,0.24490927,11.0
I,0.38116327,0.26913175,0.054769374,0.098579556,0.022851957,6.097489
F,0.495,0.55,0.14,0.5899821,0.30578044,9.0
M,0.5828042,0.455,0.15,0.4296621,0.2117453,10.0
M,0.7177511,0.55818343,0.19625002,0.8789109,0.41149157,12.0
M,0.48,0.37164143,0.125,0.22390965,0.11956662,11.0
F,0.6019444,0.5231186,0.175,0.4697782,0.2848815,14.0
M,0.7068784,0.55,0.19350234,0.83407694,0.40108243,11.0
F,0.57,0.4334468,0.15,0.3803305,0.18291447,9.0
M,0.5783856,0.51,0.17,0.63972765,0.39183396,10.0
M,0.7351216,0.5762478,0.20827322,1.0015883,0.4667402,13.0
I,0.54122025,0.4,0.13,0.33689284,0.12046917,7.0
F,0.45986858,0.35436934,0.119068064,0.19914418,0.10445647,9.0
F,0.51717186,0.3998906,0.135,0.2871228,0.14731824,10.0
F,0.6372787,0.501225,0.175,0.5510725,0.2874117,11.0
M,0.8024172,0.62765366,0.49874508,1.4382474,0.69183564,12.104103
M,0.43234545,0.38342556,0.13,0.1689479,0.14558399,10.0
F,0.7155258,0.5574543,0.19321881,0.80405736,0.40586194,12.0
I,0.71158373,0.43894887,0.125,0.34743288,0.09942968,11.0
F,0.25583178,0.19465452,0.068534516,0.020773945,0.02140018,9.0
I,0.11299771,0.091460615,0.0019380663,0.0026539168,0.0005412165,2.379408
M,0.46466312,0.355,0.115,0.20915048,0.10444512,9.0
I,0.41495326,0.3134422,0.1,0.14421917,0.06574539,8.0
M,0.59,0.46,0.155,0.44220772,0.21871679,9.0
F,0.62,0.48918822,0.17343754,0.47730315,0.2603435,14.0
F,0.12865064,0.09811679,0.015680714,0.003568915,0.0013408668,4.0
I,0.11208373,0.09090622,0.0013126227,0.002602096,0.0005210887,2.1854243
M,0.5471998,0.42466187,0.14,0.342695,0.17119686,10.0
F,0.6776671,0.53631514,0.195,0.63046944,0.35019788,17.0
I,0.53,0.4094772,0.13,0.31140184,0.14460179,8.0
F,0.28057322,0.21840446,0.07488262,0.031952724,0.029811848,9.0
M,0.49986503,0.3852244,0.135,0.26450342,0.14838623,9.248458
F,0.635,0.5,0.175,0.5414978,0.28220654,11.0
M,0.71883553,0.5616079,0.2,0.8537439,0.41624415,13.5804615
F,0.7349515,0.57676625,0.20468597,0.9117502,0.4596132,13.1996565
F,0.59404665,0.465,0.16,0.43901974,0.22731337,10.0
F,0.4382046,0.3310623,0.10975046,0.17733698,0.087688036,8.0
I,0.11000205,0.09,0.0,0.0025003846,0.0005,2.0012023
I,0.37011197,0.28,0.09,0.103083156,0.047996037,7.0
I,0.110029295,0.0900013,1.703615e-05,0.0025012153,0.0005,2.0083802
M,0.585,0.6469824,0.155,1.4456487,0.31651324,4.9209194
I,0.33402318,0.19808006,6.2287574e-05,0.05779963,0.46582812,9.0
I,0.110021286,0.09000144,8.8062625e-06,0.0025024714,0.0005,2.0049825
F,0.6812133,0.53449315,0.1907504,0.6642751,0.35730287,12.0
F,0.5210278,0.40144277,0.13836859,0.2895987,0.15287356,10.0
M,0.8141384,0.6468789,1.0800864,1.4871669,0.75533277,13.0
I,0.575,0.45,0.15,0.3845628,0.18905157,10.0
F,0.56913525,0.44,0.14871989,0.3895691,0.19608244,9.0
I,0.14986748,0.108833134,0.023060665,0.006764629,0.0029670803,3.82268
M,0.5866049,0.46,0.155,0.4354619,0.21795976,10.0
M,0.68216807,0.53490996,0.19232112,0.69451094,0.36016735,14.0
M,0.33438236,0.2501947,0.089175664,0.062249377,0.039981082,9.0
I,0.57,0.44578916,0.14606243,0.3721908,0.18205775,10.0
I,0.617982,0.6492444,0.0013062616,0.84420836,0.29191643,26.950897
M,0.14008188,0.1061964,0.031832453,0.0044450574,0.002161454,5.0
F,0.475,0.36147568,0.12,0.22455832,0.11414507,9.0
I,0.60185695,0.475,0.16,0.4425822,0.22455375,12.0
F,0.24166718,0.1759849,0.061940018,0.02079204,0.016019937,7.0
I,0.5825868,0.45873946,0.155,0.39873478,0.19903052,11.0
I,0.23419848,0.27741435,0.125,0.25215858,0.100037895,5.0
F,0.595,0.475,0.16666596,0.42336294,0.23548004,15.964155
M,0.112154506,0.09039712,0.0036055238,0.0026116916,0.0005140449,2.1771057
F,0.56190354,0.44558787,0.15,0.38550794,0.20364183,10.0
M,0.66,0.515,0.17712285,0.67832804,0.31995958,9.948825
I,0.16282089,0.117896594,0.031004254,0.00862037,0.0042658052,3.8055534
I,0.6,0.475,0.16111304,0.43129602,0.22037275,13.0
F,0.27774534,0.20814645,0.07,0.035915766,0.025295025,7.0
F,0.38877934,0.3,0.1,0.11995078,0.06370976,8.0
F,0.79722416,0.61978394,0.2200131,1.366501,0.66836876,12.0
F,0.48,0.37019673,0.125,0.23976424,0.12135279,9.0
F,0.565,0.44,0.15,0.36474314,0.1944822,11.0
I,0.112562336,0.09118161,0.0016561297,0.0026336964,0.0005326183,2.2003038
I,0.4774248,0.36944562,0.118895836,0.22477818,0.10514088,8.0
M,0.635,0.5,0.175,0.56058127,0.27977502,11.0
M,0.57,0.45,0.15465428,0.35813066,0.19605361,15.0
I,0.14751607,0.10994618,0.021406371,0.0064005554,0.0028779998,3.6883168
I,0.3766495,0.28491893,0.09,0.11241041,0.052419253,7.0
F,0.6709267,0.51969975,0.18,0.6397035,0.35601258,9.591237
F,0.2924166,0.2259819,0.07820941,0.040360454,0.031910054,8.0
M,0.5471686,0.47,0.17598774,0.49710953,0.22030202,16.0
M,0.4870861,0.37072986,0.12,0.2593822,0.12031097,7.903671
M,0.62230057,0.49,0.17,0.5013734,0.26080513,12.0
F,0.79047215,0.6129821,0.21740504,1.2494204,0.62951064,13.0
I,0.11008367,0.09000889,4.145203e-05,0.0025070577,0.0005000958,2.013408
F,0.53,0.4082183,0.13864188,0.30998337,0.1591232,9.73877
M,0.4386962,0.33283347,0.11,0.1698487,0.087418914,9.0
M,0.45460898,0.30566522,0.0816908,0.19898629,0.083989784,11.0
F,0.62896603,0.48,0.18,0.54739493,0.2729846,13.0
M,0.75790125,0.56087345,0.18,0.85463285,0.41114902,10.0
F,0.7105629,0.5553966,0.19518939,0.7715782,0.40272138,15.0
F,0.38986802,0.2998987,0.1,0.13596115,0.06409288,7.0
M,0.8144741,0.6479297,1.0969067,1.487699,0.757476,13.486787
F,0.80833244,0.6359155,0.5425546,1.4474738,0.71759766,12.380996
F,0.5806547,0.4654514,0.165,0.38226095,0.22197343,18.321823
M,0.5363743,0.405,0.135,0.34703147,0.1780668,9.0
F,0.72245246,0.5637704,0.1980623,0.8457792,0.42678827,12.0
F,0.79069346,0.6104844,0.21493243,1.3034613,0.6315753,12.0
F,0.674596,0.52533036,0.185,0.6643306,0.3456417,11.0
M,0.18410356,0.24509422,0.16,0.28802186,0.07612846,12.0
M,0.48,0.378972,0.125,0.23680025,0.13971363,10.0
I,0.11030341,0.09005187,0.00017725397,0.0025166583,0.000500764,2.0338123
I,0.11009642,0.09001089,4.967688e-05,0.002508021,0.00050012395,2.014615
F,0.8137464,0.64651483,1.0234492,1.4808645,0.7517409,15.0
I,0.19833991,0.14320776,0.044430055,0.01557465,0.008411208,4.0
F,0.44186556,0.5681893,0.16,0.43879846,0.19596973,12.0
M,0.6226183,0.48747462,0.16744642,0.5164216,0.26016462,10.0
M,0.5883994,0.46500984,0.145,0.48704648,0.22552751,9.0
M,0.81191957,0.64244366,0.9721093,1.4797274,0.7410167,13.0
I,0.2531719,0.1856519,0.060974836,0.030935368,0.016516877,5.9142323
F,0.6626959,0.525,0.18,0.63130224,0.33730015,13.0
M,0.43058363,0.325,0.105,0.16424634,0.08360966,9.0
M,0.8136541,0.6457877,1.0559698,1.4859086,0.75183177,13.192974
I,0.26283145,0.19338301,0.063033536,0.036708273,0.01906977,5.0
F,0.61,0.47762913,0.165,0.48402867,0.2501083,10.0
F,0.70715547,0.51,0.15,0.50549626,0.29393107,12.0
F,0.575,0.45,0.155,0.3876095,0.20575383,11.0
F,0.7152828,0.554984,0.19059427,0.84308374,0.4130406,10.0
M,0.645,0.51,0.17836942,0.5886572,0.29750228,12.0
I,0.34787413,0.2638803,0.08274894,0.08424522,0.040235825,7.0
F,0.625,0.49,0.169617,0.5135991,0.2660477,10.0
I,0.110691234,0.0901598,0.00040355872,0.0025306835,0.00050269713,2.0747552
M,0.6832364,0.5316085,0.18711664,0.7384294,0.3648207,11.0
I,0.475,0.36625925,0.11859726,0.21517348,0.10304986,9.0
M,0.81420124,0.64715004,1.0861859,1.4871358,0.756265,13.794044
F,0.55910325,0.43615115,0.15,0.35853937,0.19038115,11.0
F,0.65582067,0.515,0.18,0.5983089,0.31086197,12.0
I,0.30676645,0.23004472,0.073505834,0.05807011,0.030077863,6.0
M,0.7865448,0.6098632,0.22214298,1.3223987,0.61171544,13.0
M,0.5538354,0.4291139,0.14,0.3656595,0.17813747,9.0
M,0.7853374,0.60292506,0.2188835,1.3637536,0.6190747,12.0
F,0.625,0.49,0.17,0.5011304,0.2648831,11.0
I,0.111963205,0.09082742,0.0012106759,0.0025920863,0.0005178756,2.2186875
F,0.595,0.46674985,0.16,0.4431111,0.23018163,10.0
M,0.4077184,0.3071153,0.1,0.13615917,0.07052641,9.0
I,0.12207308,0.096263,0.007847929,0.0034782044,0.0010690796,2.8312695
M,0.6352798,0.50251323,0.17,0.57057977,0.2842166,10.0
M,0.625,0.5,0.18088937,0.49639243,0.27113664,18.742609
F,0.58070296,0.455,0.155,0.41790238,0.21549718,10.0
F,0.6,0.47188267,0.16,0.4555801,0.23851116,10.0
M,0.8141917,0.64701223,1.082545,1.4872904,0.7556608,13.0
I,0.19703951,0.1422046,0.044013917,0.013862691,0.007957935,5.0
I,0.11,0.09,0.0,0.0025002079,0.0005,2.000579
M,0.6801504,0.5340952,0.18176842,0.699035,0.33959383,11.0
I,0.114302956,0.092110716,0.0027910857,0.0027586715,0.0005910074,2.4504533
M,0.505,0.38811782,0.12649785,0.2719345,0.1345228,9.0
I,0.111756556,0.09073765,0.0010948465,0.0025836641,0.0005152691,2.1506305
F,0.7283563,0.56427854,0.19510137,0.9093183,0.44553217,10.0
M,0.535,0.415,0.14,0.31916386,0.16149195,10.0
F,0.20670332,0.14433123,0.049667414,0.014519412,0.009704536,5.0
I,0.22852647,0.16707884,0.0528724,0.02331035,0.012911074,5.0
I,0.11013196,0.09000573,9.624713e-05,0.0025044547,0.0005000868,2.036755
F,0.5373233,0.41683537,0.14,0.32625833,0.17168331,9.0
M,0.6369202,0.50153166,0.175,0.568183,0.28404942,11.0
F,0.80821896,0.6368971,0.5841915,1.4332446,0.7159526,13.0
F,0.62,0.485,0.165,0.49609518,0.26148164,10.0
M,0.641533,0.51,0.18,0.5598157,0.29282802,14.0
M,0.1894233,0.13365321,0.04817341,0.011992298,0.006584604,4.0
M,0.57,0.17191859,0.145,0.10104833,0.08454183,10.0
F,0.47251582,0.3716161,0.125,0.21096916,0.11679574,11.0
I,0.11003788,0.09000308,1.6472386e-05,0.0025038098,0.0005,2.007915
M,0.81054723,0.6397145,0.89792466,1.4757986,0.73400676,13.0
I,0.4861904,0.375,0.12,0.23505335,0.110042624,9.0
F,0.6,0.47,0.16,0.45144007,0.23653933,10.0
M,0.58,0.47,0.16113703,0.39410573,0.2133383,18.402552
I,0.27476823,0.3354957,0.1,0.0133274235,0.15801041,10.0
F,0.23825656,0.1700826,0.06053461,0.023445038,0.014821271,5.0338273
I,0.38294175,0.29,0.09496753,0.122094005,0.056839406,8.0
F,0.43678296,0.33466873,0.07053483,0.13738908,0.10029717,5.816876
F,0.65421736,0.515,0.17583475,0.60981864,0.31011224,11.0
I,0.11032388,0.09005738,0.00019097574,0.0025175274,0.00050085847,2.034833
F,0.5,0.32440326,0.16,0.15643734,0.15502016,9.0
F,0.6164023,0.485,0.16640924,0.48608133,0.25707155,11.0
I,0.11214041,0.09092572,0.0013383401,0.0026030873,0.00052162725,2.2194173
M,0.48684418,0.31267327,0.12436035,0.23936482,0.109481305,8.0
F,0.77005744,0.5836279,0.20257726,1.1285988,0.53713953,11.0
I,0.6108353,0.48397678,0.16548833,0.46065935,0.23822543,13.0
F,0.63206905,0.45,0.175,0.34243435,0.16065876,7.0
M,0.47588655,0.375,0.13,0.20296147,0.12355377,15.0
M,0.11388458,0.09100728,0.0061684186,0.0026910703,0.00054038916,2.646456
M,0.54,0.41739184,0.14,0.32421926,0.1810802,10.0
I,0.26548555,0.19539404,0.06365899,0.03825514,0.019845702,5.0
M,0.6979953,0.54496163,0.19107327,0.77690834,0.38510826,11.44342
F,0.8117604,0.64176536,0.8351668,1.471829,0.7386141,13.0
F,0.64,0.51,0.18,0.52682275,0.29156095,15.335416
M,0.6683318,0.53145593,0.2,0.69906056,0.38291988,11.0
I,0.3700828,0.3332468,0.1,0.11953318,0.058085963,5.8740053
F,0.615,0.13894528,0.17,0.31212452,0.13301404,10.0
F,0.7222379,0.5634335,0.19721156,0.84598756,0.42605078,12.0
M,0.64,0.49687952,0.18681823,0.50827104,0.26049662,11.0
I,0.13061854,0.10056329,0.012993654,0.004343029,0.0016346625,3.3859107
F,0.5821319,0.45516282,0.155,0.41533762,0.216628,10.0
F,0.61,0.4083506,0.155,0.49816537,0.19693491,9.0
I,0.55,0.425,0.14,0.33299363,0.15977682,10.0
M,0.8148038,0.6491844,1.108504,1.4879619,0.7588715,14.0
M,0.1113473,0.0901534,0.0020744803,0.0025291012,0.0005035179,4.0
F,0.465,0.44,0.19203283,0.5535792,0.35597628,8.0
I,0.11210818,0.090894826,0.0012981233,0.0025980023,0.0005200412,2.2675798
M,0.625,0.49286723,0.17,0.5134451,0.26384497,12.0
F,0.5433743,0.42276314,0.145,0.33575535,0.17390783,10.0
I,0.4994532,0.385,0.125,0.25145087,0.11788168,9.0
F,0.8017188,0.6257697,0.2224899,1.3984215,0.68422514,12.0
F,0.78119284,0.596496,0.21134476,1.236539,0.59216297,12.0
I,0.18645865,0.13433096,0.041217145,0.011183438,0.0064610583,4.521349
F,0.6017952,0.475,0.16,0.46175784,0.24082078,10.0
F,0.55,0.425,0.14626798,0.33474386,0.17836997,11.0
M,0.55639756,0.43618846,0.14,0.36074567,0.18127044,9.0
I,0.58127874,0.45712793,0.155,0.39761096,0.19823162,11.0
F,0.27860793,0.21845512,0.07547951,0.029896202,0.030144004,10.0
F,0.52227163,0.4,0.135,0.29846618,0.15215774,9.0
F,0.7003588,0.5488478,0.19,0.758009,0.38944897,11.0
F,0.4774779,0.36835253,0.121189654,0.23271683,0.11722442,9.0
M,0.72342354,0.56472665,0.2,0.9165724,0.43592095,12.0
I,0.30477285,0.22855966,0.072671786,0.05890465,0.029774096,6.0
M,0.43449184,0.355,0.115,0.20297892,0.122402124,6.0
I,0.5284908,0.4064897,0.135,0.29567078,0.14101508,10.0
F,0.625,0.495,0.175,0.48302487,0.26623592,15.095546
M,0.44954193,0.3153467,0.07,0.34642148,0.22187544,11.0
M,0.645,0.51,0.18,0.58223206,0.2979892,13.0
F,0.6425683,0.515,0.19,0.5087174,0.29571816,21.768908
M,0.55090994,0.55,0.16,0.43981153,0.14344741,9.0
M,0.23716888,0.20345528,0.07,0.053963635,0.035801027,7.0
F,0.8147321,0.6490347,1.0936953,1.4877211,0.75893056,14.456885
F,0.65352315,0.48,0.16,0.4356905,0.26407185,14.0
I,0.19397126,0.15174611,0.043773886,0.027727257,0.010751827,4.0
M,0.57423913,0.45,0.15,0.3960073,0.19985443,10.0
F,0.8098047,0.6394323,0.71175534,1.4475567,0.7259223,13.303149
M,0.7347213,0.57414204,0.20330177,1.0511428,0.4672178,11.0
M,0.49858284,0.385,0.14,0.2580533,0.12874326,9.0
I,0.11023593,0.09003472,0.00013086338,0.0025136333,0.0005004809,2.0308008
M,0.63,0.49886766,0.175,0.5299324,0.2717231,12.0
I,0.525,0.40422255,0.13,0.29482234,0.1386422,9.0
F,0.6795942,0.5290578,0.185,0.69162357,0.3574285,10.0
F,0.8111777,0.56571555,0.2,0.02173521,0.08925739,26.750872
M,0.11125208,0.090127915,0.0019289993,0.0025353155,0.00050357357,3.0227885
I,0.21077639,0.1534871,0.04785756,0.019961674,0.01060117,4.0
M,0.63250875,0.5,0.175,0.53754675,0.27603602,12.0
I,0.3655182,0.43,0.15,0.019248588,0.086180046,8.0
M,0.6,0.47548276,0.17,0.4362059,0.23904419,17.0
M,0.2618082,0.18931729,0.06902926,0.037326176,0.01924686,4.822809
F,0.8141371,0.6469125,1.0544705,1.4857544,0.7565122,13.441539
I,0.34805024,0.26461256,0.08301196,0.09341909,0.041001927,6.0
I,0.37258145,0.28,0.09,0.09505872,0.046518642,7.0
F,0.565,0.51559824,0.06737273,0.7276699,0.16368234,4.0
I,0.26010203,0.19191097,0.06285471,0.036984894,0.018738706,4.4573264
F,0.73695844,0.5757858,0.2,1.0088322,0.46859086,11.0
I,0.12519006,0.09783079,0.009790379,0.0038453748,0.0012999265,2.8106725
F,0.48,0.5613423,0.12,0.73466426,0.40584815,9.0
I,0.72175765,0.27121216,0.19651683,0.58718055,0.009802502,13.178804
F,0.62,0.48513484,0.17,0.4859485,0.2604797,12.0
I,0.515,0.39642626,0.13,0.27191716,0.13010947,9.0
M,0.5053345,0.36868677,0.085,0.72727746,0.16564834,6.0
F,0.59,0.46,0.15829362,0.42651236,0.2234506,11.0
I,0.54796404,0.425,0.14,0.32696858,0.15764259,10.0
M,0.59597516,0.46944293,0.155,0.4582488,0.2266653,10.0
M,0.5977028,0.47,0.1594424,0.45422083,0.22791696,10.0
F,0.555,0.435,0.15,0.34895507,0.18566369,11.0
F,0.4366955,0.398632,0.175,0.7641582,0.29921758,2.5885875
M,0.65954906,0.12591656,0.20167544,0.094914734,0.040330704,10.0
I,0.32781866,0.2476734,0.08,0.072249435,0.03596941,6.1751018
M,0.6452881,0.51,0.175,0.5970036,0.29916483,11.0
I,0.6001332,0.475,0.165,0.4382149,0.22480063,13.0
F,0.8087918,0.6365988,0.5802224,1.4517045,0.72040594,12.393312
M,0.78904545,0.61389464,0.22368467,1.3293446,0.62366164,14.0
F,0.45486924,0.35,0.115,0.20058456,0.10127993,8.0
I,0.55119944,0.42901877,0.14,0.3364131,0.16424681,10.0
M,0.6198748,0.485,0.165,0.5027304,0.2563018,11.0
I,0.38004193,0.45631534,0.18,0.0052819876,0.1357315,2.4943056
M,0.465,0.35841438,0.12,0.20940359,0.10741677,10.0
M,0.66,0.4908956,0.165,0.674946,0.31842837,8.152486
I,0.4442597,0.3419533,0.10830111,0.1783744,0.084838785,8.0
F,0.8146344,0.6485189,1.0759662,1.4875889,0.7581584,14.243738
M,0.40051392,0.3057754,0.100131236,0.11326549,0.06906991,10.0
I,0.11523957,0.09277952,0.0037740716,0.0029005806,0.0006576235,2.2188
F,0.5696614,0.45,0.155,0.36188954,0.19881783,13.0
I,0.53362864,0.27278882,0.07513666,0.2978974,0.28455186,9.0
M,0.625,0.495,0.17,0.5223441,0.26643333,11.0
I,0.11082341,0.09022318,0.0005000212,0.0025377104,0.00050389743,2.0733395
I,0.11150485,0.09054894,0.00090101146,0.0025662605,0.00051041413,2.1834207
I,0.1715771,0.12297527,0.035862517,0.010006934,0.0050560627,3.7124453
M,0.8148806,0.6495193,1.1105584,1.4879807,0.75918657,14.0
M,0.475,0.36936238,0.1296202,0.24875689,0.12866572,9.769959
F,0.30993724,0.24683651,0.08275177,0.044155303,0.039478328,10.0
M,0.645,0.51,0.18,0.57692385,0.29718262,14.0
M,0.41937706,0.31957334,0.105,0.14926714,0.0776168,9.0
M,0.60908353,0.475,0.165,0.46934852,0.2413452,11.0
M,0.63,0.5,0.175,0.52862924,0.27348757,13.0
I,0.575,0.45,0.15,0.38063073,0.1891027,11.0
F,0.5703805,0.45,0.155,0.3779943,0.20308912,11.4966
M,0.7295734,0.57238466,0.20529526,0.9619554,0.45008472,13.0
F,0.6,0.4707651,0.16,0.44574678,0.24000433,11.0
M,0.8130006,0.6441524,1.0227216,1.4845293,0.7478831,13.0
F,0.45275974,0.34965447,0.115,0.18391141,0.09961407,9.0
I,0.29785275,0.22342736,0.07063175,0.052699015,0.027997063,6.0
F,0.505,0.355,0.10566665,0.2747912,0.098873176,7.0
F,0.645,0.5,0.16,0.49603552,0.22365883,10.0
M,0.59252906,0.465,0.155,0.44241494,0.2226464,10.0
I,0.20059538,0.14513308,0.04500049,0.014536193,0.008463216,5.0
I,0.1121482,0.090923294,0.0013353769,0.0026019674,0.00052132603,2.2411997
F,0.5,0.38379002,0.12575363,0.26273796,0.13277642,9.0
I,0.58,0.455,0.15223984,0.39598265,0.19707984,11.0
F,0.6776434,0.53248346,0.19004083,0.64625686,0.36334458,16.0
M,0.58,0.45,0.15,0.42384592,0.2053673,8.0
F,0.5924612,0.465,0.16,0.43354842,0.2265181,11.0
M,0.73746973,0.57785946,0.20735025,1.0145565,0.46923676,12.35348
F,0.38252538,0.29775548,0.1,0.103818506,0.06255479,9.0
I,0.11001683,0.090000965,6.20188e-06,0.0025018065,0.0005,2.004561
M,0.54,0.42,0.14,0.32904357,0.16918075,10.0
M,0.61989444,0.56131494,0.11,0.39390707,0.30250728,10.0
I,0.111652836,0.09065666,0.001015025,0.0025758718,0.00051314005,2.1632555
M,0.60607964,0.475,0.16,0.4846364,0.23945692,9.0
M,0.61,0.475,0.16,0.50127876,0.24467233,9.0
I,0.65245456,0.099933766,0.043408018,0.009826419,0.15864241,5.0
M,0.5391184,0.455,0.14248365,0.26689208,0.20951577,11.0
F,0.68518984,0.5350186,0.18815884,0.69687223,0.36578125,11.0
I,0.51073676,0.395,0.125,0.26751798,0.12739237,9.0
M,0.595,0.455,0.15,0.4377139,0.21332598,10.0
F,0.58,0.4827302,0.16,0.44395697,0.22207806,12.77336
F,0.59058934,0.4632609,0.155,0.43933487,0.22573975,10.0
F,0.5957213,0.47,0.16,0.43975428,0.2319385,11.0
M,0.725875,0.56747645,0.2,0.9767727,0.44607645,11.0
I,0.5671312,0.44,0.145,0.36159974,0.17730066,10.0
F,0.8107941,0.64045537,0.76008934,1.4617776,0.7316046,13.0
F,0.48271134,0.53505844,0.00097180065,1.2706515,0.24471807,14.0
M,0.5012123,0.3870421,0.13,0.26174647,0.13373281,10.0
I,0.11000095,0.09,0.0,0.0025002647,0.0005,2.0007796
M,0.5953039,0.468609,0.155,0.4607198,0.22580028,9.0
I,0.59030294,0.46520922,0.15771995,0.4164484,0.21019833,12.0
F,0.505,0.39,0.13,0.27131093,0.1389902,9.0
M,0.4800733,0.37,0.12,0.24382113,0.117557526,9.0
F,0.66904,0.525,0.18590078,0.6353398,0.33444408,12.043798
F,0.47545505,0.2695613,0.0023928164,0.7086252,0.018037004,6.0
M,0.11972956,0.09445582,0.013052251,0.0030605446,0.00073080626,3.3485203
M,0.48,0.37,0.12,0.24844548,0.13324443,11.0
M,0.6305705,0.5083867,0.18587,0.4997214,0.28043032,21.364956
F,0.5854574,0.46,0.155,0.43025485,0.22080144,10.0
I,0.19321592,0.13899846,0.04301438,0.014019961,0.0075842286,4.0
M,0.5499966,0.425,0.14,0.3427217,0.1727222,10.0
I,0.26709384,0.29,0.010945085,0.08002247,0.108711936,8.0
I,0.35160935,0.26730257,0.08488305,0.0949943,0.04152518,6.0
M,0.81135356,0.6420812,0.9583976,1.4759198,0.7366218,14.0
M,0.6038534,0.475,0.16,0.47220898,0.23807548,10.0
M,0.648911,0.51083493,0.18091416,0.58540905,0.3014957,14.0
I,0.112220846,0.09103218,0.0014634277,0.0026196947,0.00052677357,2.1219077
F,0.7385319,0.57699656,0.2,1.0217911,0.47349507,11.0
I,0.597101,0.47,0.16,0.42769396,0.21758354,12.0
M,0.45335698,0.345,0.11,0.22135784,0.09671691,6.0
I,0.48784608,0.3756341,0.12,0.22392252,0.10856908,8.0
F,0.7682587,0.5845201,0.20932123,1.0929182,0.531389,12.0
F,0.615,0.49,0.175,0.45892614,0.25811532,17.0
M,0.11028222,0.09001457,0.00034198753,0.0025106692,0.00050028693,2.1563292
I,0.5047305,0.3947769,0.12375499,0.24232982,0.108774096,8.0
F,0.6147887,0.49094996,0.175,0.49227396,0.25971842,10.0
F,0.5187189,0.4,0.13672806,0.28102204,0.14972153,11.0
