workclass,fnlwgt,education,education.num,marital.status,relationship,race,sex,capital.loss,hours.per.week,income
 Private,189987.33, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,8.0, <=50K
 Private,114067.625, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,31073.043, Some-college,10.0, Never-married, Own-child, White, Female,0.0,3.2118883, <=50K
 Private,26606.475, HS-grad,9.0, Divorced, Own-child, White, Female,0.0,40.0, <=50K
 Private,113984.11, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,111490.23, Some-college,10.0, Never-married, Own-child, White, Female,0.0,4.0, <=50K
 Private,453465.6, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 State-gov,79321.53, Masters,14.0, Widowed, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,27415.707, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,25060.36, Bachelors,13.0, Married-civ-spouse, Wife, Black, Female,0.0,40.0, <=50K
 Private,129618.68, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 ?,144958.38, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,10.0, <=50K
 Private,373483.28, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,180124.94, 7th-8th,7.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,342356.06, 11th,7.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,275281.44, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,191362.84, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Private,105448.766, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,57987.246, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,283745.88, 7th-8th,3.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,322063.6, Some-college,9.0, Married-civ-spouse, Own-child, White, Male,0.0,45.0, <=50K
 Local-gov,209154.67, Assoc-voc,11.0, Never-married, Not-in-family, White, Female,0.0,20.0, <=50K
 Local-gov,185866.31, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,86.916336, <=50K
 Private,199577.86, Bachelors,13.0, Divorced, Not-in-family, White, Male,0.0,74.743904, >50K
 Private,60198.508, Assoc-acdm,12.0, Separated, Unmarried, White, Female,0.0,2.1063163, <=50K
 Private,474263.38, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 State-gov,25276.49, Bachelors,13.0, Never-married, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,124093.59, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,366275.78, Bachelors,13.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,22471.129, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,30932.24, Prof-school,15.0, Never-married, Unmarried, White, Male,0.0,40.0, <=50K
 Private,33352.676, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-not-inc,105623.29, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,0.0,1.0, <=50K
 Private,250444.31, HS-grad,9.0, Divorced, Own-child, White, Male,0.0,40.0, <=50K
 Private,150096.16, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Local-gov,20939.043, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,231940.77, Bachelors,13.0, Married-civ-spouse, Own-child, White, Male,0.0,40.0, <=50K
 Private,45648.41, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,691840.0, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,214234.73, HS-grad,3.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,26964.129, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,209233.31, HS-grad,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,73558.14, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,191078.05, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,34554.496, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,3.6670284, <=50K
 Private,166262.6, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,6.0, <=50K
 Private,175710.86, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Self-emp-not-inc,31812.965, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,216321.0, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,111072.66, Bachelors,13.0, Never-married, Own-child, White, Female,0.0,10.0, <=50K
 Private,22741.377, Assoc-voc,11.0, Never-married, Not-in-family, White, Female,0.0,40.0, >50K
 Private,267598.5, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,217586.97, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,55.0, >50K
 ?,427251.3, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,6.0, <=50K
 Private,57785.746, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 ?,330812.1, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,24475.627, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,1977.0,40.0, <=50K
 Self-emp-not-inc,98236.055, HS-grad,9.0, Never-married, Not-in-family, Other, Male,0.0,1.0866463, <=50K
 Private,183243.7, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,44.0, >50K
 Private,251758.92, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,80.0, <=50K
 Private,236435.72, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,508469.1, 10th,6.0, Separated, Own-child, White, Male,0.0,6.0, <=50K
 Private,21369.068, Some-college,10.0, Never-married, Unmarried, White, Male,0.0,40.0, <=50K
 Federal-gov,194681.77, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,397472.2, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,92.77168, >50K
 Private,283358.53, 11th,7.0, Divorced, Other-relative, White, Male,0.0,40.0, <=50K
 Private,199179.73, Some-college,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,65916.7, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,336652.47, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,30.0, <=50K
 Private,371122.25, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,389026.16, 12th,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,687902.1, 7th-8th,6.0, Married-civ-spouse, Own-child, White, Female,0.0,37.0, <=50K
 Private,202120.08, Assoc-acdm,12.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,143494.8, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,79899.82, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,1.6047978, <=50K
 Private,173167.7, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,374956.97, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,67029.02, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 ?,18060.459, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,190842.69, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,279056.62, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, >50K
 Federal-gov,21861.22, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,187545.19, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,99085.09, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,45.0, >50K
 Private,152803.94, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,2.247679, <=50K
 Private,60699.78, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Local-gov,509415.56, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,256949.44, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Local-gov,200199.83, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,153461.44, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,2013.6776,40.0, >50K
 Private,27039.678, Some-college,10.0, Married-civ-spouse, Wife, Amer-Indian-Eskimo, Female,0.0,40.0, <=50K
 Private,272301.47, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,102358.58, Bachelors,13.0, Never-married, Own-child, Asian-Pac-Islander, Female,0.0,1.5394248, <=50K
 Private,66118.55, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,311287.3, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,55.0, <=50K
 Self-emp-not-inc,34095.63, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,1.2641652, >50K
 Private,49291.383, Some-college,10.0, Divorced, Own-child, Asian-Pac-Islander, Female,0.0,40.0, <=50K
 Private,745444.2, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,118312.805, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Self-emp-not-inc,37937.004, HS-grad,9.0, Married-civ-spouse, Husband, Other, Male,0.0,70.0, >50K
 Local-gov,70296.5, Some-college,10.0, Married-spouse-absent, Unmarried, White, Male,0.0,40.0, <=50K
 Private,282740.4, Masters,14.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, >50K
 Private,284685.94, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,167371.94, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,50.0, <=50K
 State-gov,291433.97, HS-grad,9.0, Never-married, Not-in-family, Black, Male,0.0,40.0, <=50K
 Private,78677.75, Some-college,10.0, Never-married, Own-child, White, Female,0.0,4.0, <=50K
 Private,230841.36, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,67816.95, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, <=50K
 Private,185898.67, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,168184.34, 7th-8th,3.0, Widowed, Not-in-family, Black, Female,0.0,1.9834368, <=50K
 Private,338152.88, Bachelors,10.0, Married-civ-spouse, Own-child, White, Female,0.0,40.0, <=50K
 Private,109250.92, Some-college,10.0, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0.0,40.0, <=50K
 State-gov,32411.61, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,415788.6, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,8.0, <=50K
 Private,358341.03, Some-college,10.0, Never-married, Own-child, White, Female,1902.0,40.0, <=50K
 Private,97891.06, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,113612.055, HS-grad,9.0, Never-married, Unmarried, White, Male,0.0,50.0, <=50K
 Private,544112.56, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,20961.758, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,82700.26, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,492820.38, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,6.62175, <=50K
 Private,551105.8, Some-college,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 State-gov,44010.62, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,212285.73, Some-college,10.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,203717.64, 7th-8th,3.0, Widowed, Unmarried, Black, Female,0.0,1.5235889, <=50K
 Private,184336.5, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,92626.3, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,62.935806, <=50K
 Private,277761.3, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,92396.26, HS-grad,9.0, Divorced, Own-child, White, Male,0.0,40.0, <=50K
 ?,34342.227, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,65.0, <=50K
 Local-gov,153081.67, Bachelors,13.0, Never-married, Other-relative, Black, Female,0.0,1.1335748, <=50K
 Private,293050.78, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,48.0, <=50K
 Private,130057.07, Masters,13.0, Married-civ-spouse, Husband, White, Male,2239.1936,40.0, <=50K
 Private,342823.9, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,14154.916, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,300729.66, Masters,14.0, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,0.0,40.0, <=50K
 Private,102622.05, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,30362.465, Some-college,10.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 State-gov,580653.4, Some-college,10.0, Married-civ-spouse, Husband, Black, Male,0.0,40.0, <=50K
 Private,485477.03, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,28464.62, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,343264.78, Some-college,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Federal-gov,708090.25, Bachelors,13.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, >50K
 Private,52685.777, 11th,7.0, Never-married, Own-child, White, Male,0.0,55.0, <=50K
 Self-emp-not-inc,27182.482, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,133249.98, Bachelors,13.0, Never-married, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,38426.227, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, <=50K
 ?,70826.086, Some-college,10.0, Never-married, Own-child, Black, Female,0.0,30.0, <=50K
 Private,71230.805, Assoc-voc,13.0, Married-civ-spouse, Husband, White, Male,0.0,38.0, <=50K
 Private,484716.9, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,152599.3, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, <=50K
 ?,390880.72, Assoc-acdm,12.0, Never-married, Not-in-family, White, Female,0.0,25.0, <=50K
 Private,315366.44, HS-grad,9.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,237165.11, Bachelors,13.0, Married-civ-spouse, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,30744.158, 7th-8th,2.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,271662.4, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,383612.2, Some-college,9.0, Never-married, Own-child, White, Female,0.0,38.0, <=50K
 State-gov,40666.934, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,4.0, <=50K
 State-gov,238104.14, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,202998.69, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,71822.805, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,162246.36, HS-grad,9.0, Separated, Not-in-family, Other, Male,0.0,40.0, <=50K
 Private,283533.4, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,385390.2, Some-college,10.0, Divorced, Own-child, White, Female,0.0,6.8541102, <=50K
 Private,108736.07, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-not-inc,94067.555, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,55.0, <=50K
 Private,446924.03, Assoc-voc,2.0, Never-married, Own-child, White, Male,0.0,8.0, <=50K
 Private,370939.84, HS-grad,9.0, Divorced, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,604044.25, Some-college,10.0, Never-married, Not-in-family, White, Female,1972.2177,40.0, <=50K
 Private,263756.03, HS-grad,7.0, Married-civ-spouse, Not-in-family, White, Male,0.0,48.0, <=50K
 Local-gov,260767.0, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,39686.625, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, >50K
 Federal-gov,70079.19, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,111965.695, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,70.0, >50K
 Private,214837.08, 7th-8th,3.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,402548.12, HS-grad,10.0, Married-civ-spouse, Wife, White, Male,0.0,20.0, <=50K
 Self-emp-not-inc,367626.62, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,383902.78, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,183726.31, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Self-emp-not-inc,118359.55, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, <=50K
 Private,49941.152, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,508383.6, Some-college,10.0, Never-married, Own-child, White, Male,0.0,10.0, <=50K
 Private,404593.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,42.0, <=50K
 Private,29481.758, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,130791.305, HS-grad,9.0, Never-married, Not-in-family, Black, Female,0.0,40.0, <=50K
 Private,108389.33, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,456279.6, Masters,14.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,459913.62, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,65447.547, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,70.0, >50K
 Local-gov,97561.945, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,412614.66, Bachelors,16.0, Married-civ-spouse, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,289343.84, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,99.0, <=50K
 Private,23721.78, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,466865.84, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,400455.25, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,304922.4, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,348069.5, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,72.0, <=50K
 Self-emp-not-inc,18743.096, Bachelors,14.0, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0.0,99.0, <=50K
 Private,168152.56, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,113023.945, HS-grad,9.0, Married-civ-spouse, Wife, White, Male,0.0,40.0, <=50K
 Private,240156.11, Masters,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,183845.14, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,25.0, <=50K
 Private,212639.17, Assoc-acdm,12.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,80262.16, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, >50K
 Private,47406.453, Masters,14.0, Separated, Unmarried, Black, Male,0.0,40.0, <=50K
 State-gov,128175.83, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,29732.385, Some-college,10.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,49883.176, 7th-8th,2.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Local-gov,361706.7, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,436378.34, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,5.648412, <=50K
 ?,31122.51, Bachelors,13.0, Widowed, Not-in-family, White, Male,0.0,1.0532827, <=50K
 Private,251146.53, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,83.691925, <=50K
 Private,325525.75, Prof-school,15.0, Divorced, Unmarried, White, Female,0.0,6.0, >50K
 ?,22660.512, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,60068.98, Some-college,12.0, Never-married, Unmarried, White, Male,0.0,30.0, <=50K
 Private,236032.62, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Self-emp-inc,159716.52, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,147934.84, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 State-gov,764814.5, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 State-gov,35721.047, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,178501.44, Some-college,10.0, Never-married, Own-child, White, Male,0.0,15.0, <=50K
 Private,38450.277, HS-grad,9.0, Married-civ-spouse, Wife, White, Male,0.0,50.0, <=50K
 Private,506972.3, Bachelors,10.0, Married-civ-spouse, Husband, White, Male,0.0,56.0, >50K
 Self-emp-not-inc,1105414.5, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,3.3570294, <=50K
 Private,110700.28, HS-grad,9.0, Never-married, Own-child, Amer-Indian-Eskimo, Female,0.0,35.0, <=50K
 Self-emp-not-inc,242889.23, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,99.0, <=50K
 Private,121633.47, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,241427.17, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,30.0, <=50K
 ?,509237.16, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,29098.898, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,404506.66, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Local-gov,85645.76, Some-college,10.0, Never-married, Own-child, White, Female,0.0,2.3115122, <=50K
 Private,347523.28, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,39.91059, <=50K
 Private,138103.92, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,475410.25, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,36607.043, Some-college,10.0, Never-married, Own-child, Black, Male,0.0,40.0, <=50K
 Private,192363.8, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-inc,32649.78, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,32626.752, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, >50K
 Local-gov,128110.13, Some-college,10.0, Never-married, Own-child, Black, Male,0.0,1.9610547, <=50K
 Private,208100.6, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,239055.64, Assoc-voc,1.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,160041.02, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,512584.2, Masters,14.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,175933.92, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,222609.19, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,48.0, <=50K
 Private,27565.693, Bachelors,13.0, Never-married, Other-relative, White, Female,0.0,10.0, <=50K
 Private,743813.25, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,116869.97, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,171695.0, HS-grad,9.0, Separated, Not-in-family, White, Female,0.0,40.0, <=50K
 Self-emp-inc,95919.234, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,694111.9, Some-college,10.0, Never-married, Own-child, White, Male,0.0,3.010684, <=50K
 Private,101879.69, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,65759.234, Assoc-voc,11.0, Never-married, Own-child, Black, Female,0.0,38.0, <=50K
 Private,459708.72, HS-grad,9.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,494027.66, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,85695.586, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 State-gov,174805.75, Some-college,10.0, Never-married, Not-in-family, Black, Male,0.0,40.0, <=50K
 Local-gov,521116.4, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,349057.4, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,143048.19, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,40.0, >50K
 Self-emp-inc,26695.607, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,443958.66, Assoc-voc,10.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,108979.016, 10th,6.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,341190.47, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,35.0, <=50K
 Private,151803.6, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 ?,214585.69, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,65.0, <=50K
 Private,142242.58, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,6.871032, <=50K
 Private,277405.3, Some-college,10.0, Never-married, Own-child, Black, Female,0.0,40.0, <=50K
 Private,28087.502, 12th,4.0, Married-spouse-absent, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,180469.44, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,41875.41, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,80.0, <=50K
 Private,316323.03, 7th-8th,2.0, Married-civ-spouse, Wife, White, Female,0.0,15.0, <=50K
 Private,22267.393, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,280895.88, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,94.6507, >50K
