MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.6696,17.0,4.841912,0.9411765,679.0,2.4963236,33.8,-117.92,1.595
3.755,15.0,5.3630767,0.95384616,1011.0,3.1107693,36.81,-119.85,0.68
2.4567,18.0,4.37931,0.9673321,1129.0,2.049002,32.71,-116.96,1.55
2.785,32.0,4.172619,1.0833334,489.0,2.9107144,38.41,-122.82,1.693
4.8611,39.0,5.514815,1.0444444,743.0,2.7518518,33.88,-118.38,4.561
6.2944,33.0,6.815725,1.051597,1229.0,3.019656,33.76,-117.82,2.656
2.0888,45.0,3.1309328,1.1391162,1552.0,2.5400982,34.1,-118.33,2.375
3.9219,37.0,5.9531913,0.9531915,530.0,2.255319,37.73,-122.49,4.333
3.7863,34.0,5.5751295,1.1139896,1516.0,3.9274611,36.95,-121.79,1.922
3.7045,52.0,4.72043,1.0,393.0,2.112903,37.5,-122.26,3.605
5.1668,28.0,5.7012525,1.0178891,2205.0,3.9445438,34.3,-118.41,1.874
4.8125,34.0,6.29683,1.0720462,986.0,2.8414986,34.19,-118.56,2.667
3.3389,33.0,4.739362,1.0478723,1517.0,4.0345745,34.03,-117.95,1.579
3.0357,7.0,5.541491,1.0745429,2140.0,3.0098453,34.54,-117.36,0.913
3.1833,20.0,5.078341,0.9447005,852.0,3.9262674,32.69,-117.09,1.083
2.933,26.0,4.707668,1.0335463,825.0,1.3178914,37.88,-122.08,0.85
2.375,11.0,4.9421053,0.98421055,557.0,2.9315789,33.67,-117.07,1.458
1.8814,43.0,3.8662207,0.97324413,1074.0,3.5919733,33.95,-118.27,0.949
4.1731,37.0,5.5625,1.0375,485.0,2.0208333,34.19,-118.32,3.521
5.1024,28.0,5.210744,0.9628099,609.0,2.5165288,33.46,-117.66,3.127
2.5913,42.0,3.5493717,1.0233393,2406.0,4.319569,33.96,-118.23,1.516
4.6583,30.0,5.274276,1.0698466,1676.0,2.855196,33.93,-118.15,2.073
2.0391,28.0,4.716216,1.0243243,1011.0,2.7324324,40.68,-122.36,0.598
3.2813,37.0,4.7849464,1.0250896,539.0,1.9318997,34.15,-118.44,3.017
6.1025,26.0,6.5666666,1.095,1180.0,1.9666667,32.84,-117.27,5.00001
4.7727,35.0,6.0,0.96445495,1338.0,3.1706161,34.27,-119.25,2.19
3.1104,24.0,3.8397694,1.0674351,3792.0,2.1855907,33.95,-118.13,2.3
1.1707,20.0,3.0925684,1.0886571,2283.0,2.976532,32.79,-115.56,0.625
3.3864,45.0,4.824176,1.0615385,1265.0,2.7802198,34.08,-118.36,3.979
3.0969,26.0,5.119318,1.0426136,2605.0,3.700284,38.42,-122.72,1.438
3.3878,31.0,5.5732813,1.0220493,2083.0,2.7016861,38.49,-121.44,1.093
5.5875,3.0,6.8759303,1.0272952,2506.0,3.1091812,34.07,-117.14,1.62
4.1098,21.0,4.895323,1.0289532,1100.0,2.4498887,38.0,-122.6,2.466
8.7364,23.0,7.2831125,1.2127483,2750.0,2.27649,34.02,-118.66,5.00001
3.7464,29.0,4.906832,0.9834369,1746.0,3.6149068,34.58,-118.13,1.135
2.7202,31.0,4.684466,1.053398,599.0,2.907767,33.99,-118.1,1.903
5.3922,26.0,7.085859,0.9469697,1617.0,4.0833335,37.64,-122.46,3.537
2.7316,16.0,5.226415,1.0801886,1135.0,2.6768868,37.25,-121.01,0.975
3.0432,29.0,5.301824,1.0480928,1722.0,2.8557215,33.94,-116.97,0.912
3.6111,48.0,3.836207,1.0991379,434.0,1.8706896,34.07,-118.35,4.5
2.1776,22.0,5.4437227,1.04329,1284.0,2.7792208,39.39,-121.59,0.738
3.9219,37.0,4.024024,0.975976,928.0,2.7867868,34.12,-118.0,1.75
2.6673,25.0,3.1920397,1.1054727,2843.0,2.8288558,34.13,-118.26,2.181
2.1833,37.0,4.503386,1.0112867,1559.0,3.5191875,37.47,-121.13,0.927
3.0313,17.0,5.870614,1.1644737,1244.0,2.7280703,41.84,-124.3,1.036
2.8269,34.0,4.2852664,1.031348,796.0,2.495298,35.5,-119.27,0.611
3.5469,36.0,4.2836256,1.0614035,1538.0,4.497076,34.01,-118.09,1.506
3.2019,19.0,5.3011584,0.9555985,1670.0,3.2239382,36.53,-119.56,0.957
6.4095,28.0,5.8006043,0.9501511,1883.0,2.844411,37.31,-121.98,3.359
3.7105,22.0,4.0836067,1.1131147,2237.0,1.8336066,34.16,-118.45,2.726
1.1601,43.0,4.688889,1.2296296,292.0,2.162963,33.95,-117.4,1.214
7.7197,26.0,5.714286,1.1428572,52.0,7.428571,37.42,-121.89,2.25
4.976,3.0,6.5720162,1.034568,3664.0,3.0156379,38.33,-121.96,1.583
2.2344,34.0,3.204142,1.0769231,1132.0,3.3491125,34.06,-118.22,1.531
1.5846,46.0,4.3758388,1.0671141,1766.0,2.9630873,33.99,-118.29,1.148
3.8583,11.0,5.1866536,1.1218568,2783.0,2.6914895,34.24,-118.46,1.707
2.125,39.0,3.358407,0.95132744,883.0,3.9070797,34.02,-118.17,1.438
2.5417,50.0,5.9649806,1.1206225,532.0,2.0700388,38.56,-121.43,1.259
6.2464,4.0,6.461856,1.0391753,1599.0,3.2969072,33.65,-117.6,2.339
4.537,39.0,5.711811,1.048819,1531.0,2.4110236,37.3,-121.9,3.459
2.6827,17.0,5.3766665,1.0866667,765.0,2.55,34.46,-117.12,1.104
2.2167,18.0,3.7824676,1.0844156,1119.0,3.633117,36.01,-120.12,0.485
2.7321,8.0,5.139386,1.0959079,1959.0,2.505115,37.81,-121.19,1.75
2.6397,29.0,4.4690266,1.0,411.0,3.6371682,33.91,-118.1,1.644
2.5388,23.0,3.7214484,1.1030641,1255.0,3.4958217,34.14,-118.26,2.05
1.6983,34.0,4.8725867,1.0308881,520.0,2.007722,40.58,-122.38,0.726
1.583,19.0,3.148148,1.0454841,3751.0,2.4372969,34.07,-118.45,3.5
7.5,35.0,6.2822967,0.9282297,599.0,2.8660288,34.06,-117.9,2.872
9.1232,20.0,7.6218667,1.0314667,5452.0,2.9077334,34.13,-118.6,4.72
6.011,9.0,7.8312235,1.0717299,1632.0,3.443038,36.8,-119.67,1.631
3.3229,9.0,4.5,1.0461539,860.0,1.6538461,36.84,-119.82,1.193
1.2292,52.0,2.340136,1.2040817,460.0,3.1292517,32.72,-117.15,1.375
2.0185,9.0,2.04205,1.0709592,1704.0,2.239159,34.06,-118.29,1.417
5.422,33.0,5.253788,0.9015151,890.0,3.371212,33.77,-118.01,2.041
3.6111,24.0,4.550296,1.0059172,842.0,1.6607496,37.5,-122.26,3.415
5.0123,35.0,5.451807,0.9578313,1164.0,3.5060241,34.09,-117.92,1.657
2.4141,28.0,4.3271694,1.0369843,1964.0,2.7937412,32.8,-116.94,1.375
6.4949,32.0,5.662963,1.1018518,1267.0,2.3462963,37.42,-122.11,4.178
3.2279,43.0,5.662791,1.1007752,800.0,3.1007752,37.37,-121.83,1.824
1.0633,18.0,3.0725553,1.0,521.0,1.6435331,38.54,-121.73,1.375
3.2355,30.0,5.0066843,1.0254011,1762.0,2.355615,36.66,-121.65,2.142
3.825,48.0,6.1684213,1.0789474,497.0,2.6157894,33.99,-118.34,1.83
3.6231,15.0,4.3667417,1.072809,4992.0,2.2435956,34.25,-118.59,1.933
8.1039,32.0,6.7163744,1.0146198,871.0,2.5467837,37.52,-122.3,3.822
3.5625,11.0,4.517891,0.99246705,2307.0,4.3446326,34.08,-117.99,1.41
2.8,18.0,5.1350846,1.1050657,1128.0,2.1163228,35.65,-117.67,0.72
4.5,35.0,5.4507575,1.0681819,1633.0,3.092803,37.71,-122.43,2.669
3.3675,33.0,4.8414464,0.984701,1726.0,2.4005563,32.78,-117.02,1.582
3.4079,18.0,5.5238853,1.0525478,1452.0,2.3121018,37.69,-121.0,1.475
3.3839,52.0,4.364557,1.0531646,1016.0,2.572152,37.8,-122.41,4.0
1.7986,32.0,3.647343,0.99033815,681.0,3.289855,36.68,-119.73,0.493
4.0425,31.0,4.7138333,1.0464625,2420.0,2.5554383,33.8,-118.31,2.779
2.6023,22.0,4.7413335,1.088,875.0,2.3333333,38.61,-121.34,1.422
2.599,44.0,4.28739,0.99120235,821.0,2.4076247,34.0,-118.44,3.622
8.1596,36.0,6.95098,1.0261438,807.0,2.637255,33.89,-118.4,5.00001
2.2304,42.0,4.6646705,0.96407187,884.0,2.6467066,34.2,-118.5,2.038
3.765,30.0,4.181126,0.9741248,3185.0,4.847793,32.77,-117.19,2.38
4.9517,29.0,5.979344,1.1749697,2319.0,2.81774,36.94,-121.84,3.079
1.5972,24.0,5.438503,1.2139038,568.0,3.0374331,34.07,-117.47,1.125
3.1458,41.0,4.4816756,0.93193716,571.0,2.989529,37.74,-122.15,1.306
2.4716,21.0,3.7210743,1.0475206,2556.0,5.2809916,34.04,-117.64,1.025
1.5109,38.0,4.8956227,1.087542,1098.0,3.6969697,33.99,-118.28,1.04
3.0444,36.0,4.5597486,1.081761,1087.0,2.278826,38.46,-122.71,1.672
4.9286,25.0,6.735537,1.0137742,983.0,2.707989,34.63,-120.45,1.801
3.4279,25.0,5.690909,0.98545456,661.0,2.4036365,36.81,-119.77,0.847
2.8942,39.0,4.3333335,1.0909091,113.0,3.4242425,34.19,-119.05,2.75
4.6087,36.0,5.7900677,1.0338601,1155.0,2.6072235,33.81,-118.12,2.246
5.6651,31.0,5.416842,0.99789476,1898.0,3.9957895,37.43,-121.88,2.041
2.2727,10.0,4.9340277,1.0763888,1443.0,2.5052083,36.59,-119.61,0.927
3.15,52.0,4.765714,1.0628572,494.0,2.8228571,37.86,-122.27,2.063
3.0833,24.0,2.8472223,0.98015875,3171.0,6.2916665,33.74,-117.9,1.517
3.625,37.0,5.3152175,1.0978261,462.0,2.5108695,38.0,-122.07,1.563
3.525,20.0,4.4291725,0.9593268,2396.0,3.3604488,34.11,-117.91,1.53
4.601,34.0,6.3203287,0.97946614,1226.0,2.517454,37.51,-120.83,1.5
9.8346,13.0,6.013201,1.0330033,643.0,2.1221123,33.73,-118.07,4.017
2.0213,22.0,3.4210527,1.0951416,1669.0,3.3785424,32.67,-117.1,1.106
4.0332,8.0,6.047619,1.3214285,229.0,2.7261906,34.82,-118.93,1.283
2.0547,35.0,4.75,1.0,1183.0,4.3492646,32.69,-117.1,0.98
1.4492,29.0,3.7817798,1.0190678,1344.0,2.8474576,35.29,-120.65,2.229
2.9184,12.0,4.4803,1.0150094,4601.0,4.316135,36.32,-121.25,1.005
5.0357,45.0,4.87062,0.9568733,883.0,2.380054,34.0,-118.42,3.298
6.8462,32.0,6.273764,0.9353612,768.0,2.9201522,37.38,-121.82,3.209
2.1389,16.0,4.3166523,1.0181191,4145.0,3.576359,33.89,-118.23,1.334
2.4931,36.0,3.668639,1.0325444,1383.0,4.091716,34.07,-118.1,1.703
1.7169,36.0,4.7069597,0.989011,706.0,2.5860806,37.58,-121.02,1.214
2.0458,27.0,3.6190476,1.0627706,1723.0,3.729437,33.78,-118.26,1.745
3.6118,24.0,7.5367966,1.2510823,564.0,2.4415584,38.53,-122.4,2.484
6.6207,16.0,6.8585463,0.98624754,1496.0,2.9390962,33.84,-117.75,2.705
2.3026,25.0,5.5438595,1.1578947,613.0,3.5847952,36.59,-120.18,0.906
3.6201,21.0,4.6662197,1.08311,1866.0,2.5013404,34.11,-117.81,1.504
2.2843,28.0,3.7892158,1.1397059,974.0,2.387255,34.12,-118.23,1.838
4.4375,37.0,5.6015625,1.0234375,786.0,3.0703125,33.94,-118.11,2.449
3.102,11.0,6.468421,1.2421052,581.0,3.0578947,33.69,-117.35,1.113
4.7426,16.0,6.240196,1.0514706,1683.0,4.125,33.14,-117.07,1.606
4.0833,33.0,4.836066,1.010929,1346.0,3.6775956,33.93,-117.94,1.625
2.8983,48.0,4.448905,1.0930657,1508.0,2.7518249,34.06,-117.74,1.292
0.9687,27.0,3.1849058,0.93962264,583.0,2.2,37.94,-122.36,1.058
4.9688,35.0,5.380597,1.0298507,795.0,2.966418,34.25,-118.48,2.169
2.1736,29.0,5.4858356,1.1288952,2237.0,3.1685553,38.52,-121.46,0.721
4.6,30.0,6.246732,1.2091503,1449.0,2.3676472,34.16,-118.47,3.925
2.9292,33.0,4.0666666,1.1148937,1774.0,2.5163121,33.89,-118.14,1.834
2.3355,18.0,5.7117224,1.0598086,1868.0,2.2344499,33.97,-117.01,1.188
3.016,31.0,4.4594593,1.0675676,2181.0,2.9472973,37.65,-122.07,1.618
3.9356,4.0,4.622318,1.1748927,1923.0,2.0633047,32.86,-117.2,2.67
2.9324,29.0,6.0851064,1.14539,850.0,3.0141845,38.79,-121.51,1.375
2.0159,22.0,4.145038,1.0744275,2049.0,3.9103053,32.56,-117.05,1.393
2.7685,29.0,3.6582525,1.1757282,2320.0,2.252427,34.14,-118.27,2.045
8.2782,37.0,6.75,1.0104166,540.0,2.8125,37.4,-122.2,5.00001
6.1159,52.0,6.855615,1.0106952,431.0,2.304813,34.14,-118.08,4.708
3.3479,30.0,4.732255,1.1257862,4065.0,3.652291,37.64,-122.08,1.821
5.806,25.0,5.4858932,1.0689656,999.0,3.1316614,37.4,-122.08,3.087
4.4312,45.0,5.671395,1.0070922,911.0,2.1536644,37.75,-122.47,3.61
5.7415,37.0,6.424581,1.1340783,511.0,2.8547485,37.13,-121.93,3.985
3.6583,37.0,4.382353,1.0980393,1233.0,4.029412,34.0,-118.16,1.505
6.9473,19.0,7.4994903,0.98165137,3018.0,3.0764525,37.23,-121.87,3.614
6.0224,15.0,6.6358023,1.0092592,1094.0,3.3765433,38.02,-122.21,1.985
4.9196,37.0,4.866667,0.8862745,621.0,2.4352942,33.84,-118.3,2.324
3.5714,17.0,9.418685,1.7716264,828.0,2.865052,38.84,-119.96,1.097
3.3583,19.0,5.1037736,0.9811321,457.0,4.311321,32.87,-115.49,1.028
2.2875,37.0,5.257143,1.0571429,339.0,2.4214287,38.07,-120.54,0.799
2.0272,18.0,4.5469856,1.0381205,3622.0,3.2109928,37.68,-121.04,0.927
2.0417,17.0,5.260638,1.0833334,1387.0,2.45922,38.19,-120.67,0.926
1.1728,27.0,3.913924,1.050633,1704.0,4.313924,36.48,-119.44,0.417
2.3421,35.0,3.3562992,1.0295275,2252.0,4.4330707,33.99,-118.2,1.542
1.3221,30.0,5.383529,1.1152941,1435.0,3.3764706,36.81,-119.88,0.612
2.2027,32.0,3.2301254,1.0711297,1981.0,2.0721757,33.88,-118.13,1.927
5.1602,16.0,4.280488,1.0,674.0,1.6439024,37.34,-122.03,2.312
5.687,25.0,6.71875,1.0018382,1776.0,3.264706,34.24,-119.03,2.381
2.5893,36.0,5.3568077,1.0985916,562.0,2.6384976,38.0,-121.79,1.085
6.01,43.0,5.1009617,1.0,514.0,2.4711537,34.23,-118.24,2.542
5.4171,52.0,6.7647057,1.0751634,722.0,2.359477,37.89,-122.28,2.92
7.1669,52.0,6.140187,0.7943925,629.0,2.9392524,34.06,-118.34,5.00001
4.6094,52.0,6.185542,1.0506024,1119.0,2.6963856,37.76,-122.24,2.293
6.5743,10.0,7.0728645,1.0829146,1181.0,2.9673367,33.72,-117.77,2.787
2.3,45.0,3.0,1.0552486,454.0,2.5082872,34.14,-118.15,0.55
1.8806,28.0,3.7179732,1.1462715,3121.0,2.9837477,33.98,-118.33,1.139
1.7052,48.0,4.2380953,1.0453515,1834.0,4.15873,34.0,-118.27,1.074
3.332,16.0,5.8157897,1.099723,2140.0,2.963989,37.02,-119.57,1.118
5.0733,9.0,5.920388,0.9145631,1527.0,2.9650486,32.86,-116.88,1.966
3.6731,16.0,3.9663527,1.0794078,1385.0,1.8640646,37.93,-122.48,3.18
4.983,30.0,4.9169436,0.9767442,1126.0,3.7408638,37.47,-122.13,1.667
3.7614,52.0,5.4402175,1.0380435,425.0,2.3097825,36.62,-121.92,2.417
3.4792,34.0,4.6243386,1.0211641,917.0,2.425926,33.94,-118.03,1.69
3.0771,28.0,4.727969,0.96934867,1353.0,2.591954,32.62,-117.08,1.586
4.575,45.0,5.5789475,1.0555556,890.0,2.6023393,33.84,-118.14,3.36
4.6,21.0,5.3869348,1.0050251,840.0,2.1105528,38.01,-122.56,2.395
2.0174,20.0,4.146739,1.0043478,3450.0,3.75,35.26,-118.92,0.637
4.9044,35.0,5.4822483,1.1094675,878.0,2.5976331,34.41,-119.72,3.353
2.9507,44.0,4.826804,1.0309278,1256.0,2.5896907,37.69,-122.1,1.571
3.0972,40.0,5.463158,1.0736842,330.0,3.4736843,33.88,-118.26,1.085
3.7857,39.0,5.663507,1.0521327,1246.0,2.9526067,34.06,-118.14,2.457
1.5217,34.0,4.37451,1.0686275,1568.0,3.0745099,32.97,-115.53,0.603
4.125,36.0,5.178571,0.8642857,335.0,2.392857,37.66,-122.42,3.276
2.0878,16.0,5.2770643,1.0568807,1859.0,3.411009,33.77,-117.27,1.013
6.5784,38.0,6.327402,1.024911,870.0,3.0960853,34.12,-118.02,4.085
4.3636,28.0,6.138021,1.0625,1162.0,3.0260417,34.67,-118.22,1.797
2.1009,16.0,4.4995656,1.1042572,2181.0,1.894874,38.68,-121.31,0.825
2.7308,45.0,4.312268,1.0185874,1095.0,4.070632,33.8,-118.21,1.39
11.7045,40.0,7.764045,0.93820226,483.0,2.713483,34.04,-118.51,5.00001
2.1062,26.0,3.6942148,1.0764463,2582.0,5.3347106,34.26,-118.42,1.364
5.0447,36.0,5.95302,1.0033557,784.0,2.6308725,33.81,-118.12,2.492
3.1848,43.0,4.946429,0.9005102,968.0,2.4693878,38.11,-122.22,1.127
3.125,15.0,6.0233765,1.0805194,1047.0,2.7194805,39.26,-121.45,1.156
2.1094,44.0,6.12931,1.2068965,384.0,3.310345,34.91,-120.6,0.738
1.9417,32.0,7.647059,2.2406416,434.0,2.3208556,40.28,-124.25,0.761
3.8571,52.0,5.044944,1.0192616,1350.0,2.1669343,37.77,-122.47,3.667
2.6852,33.0,5.312849,1.0335195,1168.0,3.26257,36.7,-120.0,0.708
4.1071,52.0,4.681604,0.9457547,1337.0,3.153302,37.73,-122.43,2.409
3.1176,33.0,4.293413,1.1197605,1511.0,1.8095808,37.23,-121.98,3.963
5.316,33.0,5.2108626,1.0670927,1411.0,2.2539935,37.43,-122.12,3.981
3.5,12.0,5.751055,1.0907173,1351.0,2.850211,37.99,-120.26,1.071
2.5,36.0,5.5066667,1.1133333,432.0,2.88,37.65,-120.98,1.031
1.5,35.0,4.2306123,1.0081632,1753.0,3.5775511,33.95,-118.27,0.936
3.375,8.0,3.7098215,1.03125,404.0,1.8035715,37.73,-121.93,3.5
2.0819,43.0,4.099698,1.0543807,1657.0,5.0060425,33.97,-118.24,1.118
5.249,52.0,5.9042554,0.9929078,656.0,2.326241,33.73,-118.31,3.519
3.5909,25.0,4.055807,1.0844646,1229.0,1.8536953,34.05,-118.47,5.00001
7.5839,13.0,8.268908,1.0672269,364.0,3.0588236,33.95,-117.75,4.269
3.8203,17.0,6.1923075,1.1121795,874.0,2.8012822,34.86,-120.43,1.415
2.875,37.0,3.660134,1.0366168,2913.0,1.5023208,34.1,-118.36,3.0
2.875,41.0,4.064,1.048,1176.0,3.136,34.19,-118.34,1.924
3.1912,42.0,4.851459,1.0371352,1614.0,4.281167,33.93,-118.19,1.464
3.0729,12.0,6.214433,1.1546391,1424.0,2.9360824,38.01,-120.29,1.051
5.9225,18.0,6.270217,1.0374753,1663.0,3.280079,37.23,-121.8,2.658
4.1282,7.0,5.144516,1.0987097,2904.0,1.8735484,33.11,-117.31,1.881
5.7789,13.0,6.3242426,0.94848484,1165.0,3.530303,32.63,-117.03,2.277
4.6875,36.0,5.1085043,0.99706745,857.0,2.5131965,33.82,-118.11,2.182
3.4213,4.0,5.4726458,0.9991031,3406.0,3.0547085,36.78,-119.87,0.845
1.5625,36.0,5.2032084,1.171123,613.0,3.278075,35.34,-119.01,0.467
6.759,4.0,7.361419,0.9955654,3121.0,3.4600887,35.33,-119.1,1.703
3.9583,52.0,8.169811,1.3018868,147.0,2.7735848,34.23,-118.12,1.625
2.6684,50.0,3.5445735,1.0387597,1129.0,2.1879845,37.87,-122.29,1.856
3.665,52.0,4.0882354,0.85294116,523.0,3.0764706,34.07,-118.14,2.204
6.0553,29.0,6.218274,1.037225,1457.0,2.465313,33.8,-118.08,3.694
3.6673,22.0,3.5308511,1.1117021,1848.0,1.9659574,34.04,-118.45,2.833
2.5125,42.0,4.8078947,0.99473685,880.0,2.3157895,32.76,-117.07,1.766
5.5632,9.0,7.2410865,0.99660444,2280.0,3.8709676,34.02,-117.62,1.951
6.0,36.0,6.1965814,1.0042735,568.0,2.4273505,37.92,-122.29,3.114
2.8958,32.0,5.758123,1.1155235,706.0,2.5487366,40.62,-124.17,0.864
4.9432,4.0,6.3417087,1.0854272,622.0,3.1256282,36.81,-119.67,1.144
2.7321,31.0,5.4911504,1.1238939,767.0,3.3938053,36.51,-119.81,0.836
2.8125,46.0,4.722034,1.020339,714.0,2.4203389,34.18,-118.34,2.299
1.6785,12.0,4.4852853,1.0110362,7517.0,2.3044145,39.74,-121.88,1.531
6.5881,34.0,6.1734695,0.997449,917.0,2.3392856,32.81,-117.24,3.944
5.5519,35.0,6.416256,1.0098522,1110.0,2.7339902,36.6,-121.91,3.295
4.875,5.0,5.7315173,0.8871595,842.0,3.2762647,34.08,-117.17,1.381
3.2578,18.0,5.7551546,1.2139175,919.0,2.3685567,33.94,-116.47,0.852
2.5506,23.0,3.62807,1.1543859,1898.0,3.3298244,34.42,-119.71,2.308
3.1603,14.0,3.8558283,1.2065439,2355.0,2.4079754,34.0,-118.42,2.875
2.7344,25.0,4.166113,1.0365448,715.0,2.3754153,33.98,-117.11,1.49
3.5296,7.0,5.4840255,1.0,1793.0,2.8642173,36.34,-119.27,0.837
2.5139,43.0,4.5612903,0.9483871,417.0,2.6903226,37.74,-122.19,0.834
3.6412,15.0,5.3442087,1.0929853,1520.0,2.4796085,35.33,-120.84,2.078
3.5625,32.0,5.0163727,1.1032746,1989.0,2.5050378,37.26,-121.91,2.552
0.8172,52.0,6.102459,1.3729508,728.0,2.9836066,37.82,-122.28,0.853
3.7091,31.0,6.2351694,1.0974576,1703.0,3.6080508,33.86,-118.07,2.259
4.7708,44.0,4.767123,1.0821918,154.0,2.109589,37.5,-122.25,2.538
3.6964,47.0,4.117249,1.0901916,1438.0,1.6211951,34.06,-118.4,5.00001
2.9939,31.0,4.5605536,1.0761245,1164.0,4.027682,34.08,-118.18,1.355
3.6719,43.0,4.4820848,1.0504886,1674.0,2.7263844,33.86,-118.18,1.613
1.3594,38.0,4.3103447,1.4482758,63.0,2.1724138,34.24,-118.38,1.583
3.9792,22.0,5.8552036,0.98416287,1198.0,2.7104073,40.8,-124.02,1.339
1.69,31.0,5.290323,1.1548387,576.0,3.716129,37.91,-121.28,0.659
4.45,15.0,5.047219,1.0368693,2957.0,1.9126779,37.93,-122.05,1.849
1.9107,15.0,5.951923,1.5384616,287.0,2.7596154,40.79,-123.48,0.792
4.8167,16.0,5.072727,1.0493506,798.0,2.0727272,32.74,-117.23,1.698
2.3913,35.0,3.875,1.2331082,1016.0,3.4324324,34.08,-118.27,1.988
3.0536,35.0,5.3184357,0.99441344,480.0,2.6815643,40.62,-124.18,1.07
6.3277,14.0,7.0760717,1.0908253,7087.0,3.2674043,34.44,-118.55,2.377
4.0,48.0,5.448505,1.0697675,664.0,2.20598,34.01,-118.46,5.00001
5.0596,38.0,5.3764133,1.009693,1455.0,2.3505654,33.93,-118.41,3.639
5.2848,29.0,5.452586,0.9698276,2494.0,3.5833333,37.67,-122.49,2.603
3.2625,18.0,6.1519437,2.1272085,508.0,1.795053,32.79,-117.24,1.938
2.3929,15.0,4.4937963,1.0074441,718.0,1.7816377,38.46,-122.68,1.413
6.6085,27.0,6.410891,1.090759,1537.0,2.5363035,37.37,-122.05,3.447
2.1101,34.0,5.60733,1.0994765,1056.0,2.7643979,40.78,-124.13,0.869
2.6071,26.0,5.6066947,1.0669456,662.0,2.7698746,39.44,-121.53,0.571
3.0625,17.0,4.6805553,0.99404764,884.0,1.7539682,37.69,-122.45,0.875
2.4079,7.0,4.0358534,1.0413095,2557.0,1.9929852,40.6,-122.37,1.114
4.3625,13.0,6.9707317,1.0195122,702.0,3.4243903,36.93,-119.87,1.118
4.5766,34.0,4.2,1.0275862,407.0,2.8068964,34.13,-118.23,1.858
5.778,16.0,7.413729,1.0204082,1673.0,3.1038961,38.37,-122.01,1.757
6.5253,14.0,6.5591397,1.0167264,2415.0,2.8853047,38.51,-121.55,2.168
5.6149,34.0,6.552699,1.0,2239.0,2.877892,34.25,-118.57,2.731
5.1297,16.0,5.7884617,1.0502958,1782.0,2.6360946,37.99,-122.11,2.067
8.7974,4.0,6.1461186,0.9726027,603.0,2.7534246,33.68,-117.82,3.606
2.25,16.0,4.3311133,1.1094196,2737.0,2.6041865,33.14,-117.05,1.363
6.1863,16.0,7.3174944,1.062635,1249.0,2.6976242,33.65,-117.7,3.556
2.0217,43.0,4.71822,1.1949153,956.0,2.0254238,34.01,-118.33,1.875
3.5302,52.0,5.5860567,1.0936819,1092.0,2.379085,37.76,-122.49,3.296
3.1326,17.0,3.8334577,1.0268857,3386.0,2.5287528,37.54,-121.98,2.208
3.3639,25.0,6.395349,1.2299742,910.0,2.351421,33.74,-116.41,1.688
1.76,29.0,3.6643357,1.062937,1697.0,3.955711,37.3,-120.5,0.632
2.8705,5.0,5.1310344,1.121839,1857.0,4.2689657,37.94,-121.24,1.136
2.5389,47.0,5.346072,1.0636942,1308.0,2.77707,38.54,-121.44,0.757
2.5272,5.0,6.080049,1.4027094,2204.0,2.7142856,34.1,-117.41,0.92
3.1478,22.0,4.1658387,1.078882,2620.0,1.6273292,34.17,-118.46,2.737
2.183,16.0,6.300676,1.3969594,1346.0,2.2736487,33.49,-116.6,1.135
7.598,21.0,6.5621624,1.0378379,500.0,2.7027028,37.27,-121.99,3.478
3.2326,21.0,4.506,1.16,1536.0,3.072,33.82,-118.0,2.047
5.4555,36.0,6.3956523,1.0695652,751.0,3.2652173,34.12,-118.02,3.951
5.2016,27.0,5.5774646,1.028169,1346.0,2.7082496,34.19,-118.65,2.43
2.0469,41.0,4.4845815,1.123348,1412.0,3.1101322,37.77,-122.19,0.893
4.9087,32.0,4.3201375,0.9948365,1160.0,1.9965577,37.37,-122.06,3.227
1.6865,19.0,6.211699,1.4986073,832.0,2.3175488,38.95,-122.62,0.588
10.3713,18.0,7.9475985,0.96069866,728.0,3.1790392,37.87,-122.13,4.261
3.745,42.0,5.0591135,1.1165845,1785.0,2.9310346,33.98,-118.35,1.708
2.5833,28.0,5.5208335,1.15,873.0,3.6375,36.32,-119.68,0.544
6.1436,18.0,7.3235292,1.0508021,1072.0,2.8663101,37.96,-121.95,2.595
2.1357,17.0,4.3245034,1.0684327,1763.0,3.891832,35.2,-118.83,0.535
2.121,45.0,3.4336,0.9712,2868.0,4.5888,34.05,-118.21,1.44
2.5156,32.0,4.8333335,1.0486112,443.0,3.0763888,37.83,-121.28,0.863
4.65,36.0,5.5787544,1.0061051,1950.0,2.3809524,37.71,-122.11,2.068
2.1205,16.0,5.5799255,1.098513,842.0,1.5650557,33.18,-117.28,1.573
3.9712,16.0,4.62454,1.0294478,1986.0,2.4368098,37.95,-122.47,1.875
2.1875,13.0,5.5119762,1.0,1606.0,2.4041917,34.41,-117.25,1.197
3.9,37.0,4.352798,1.0316302,2279.0,5.545012,34.26,-118.42,1.386
3.5481,44.0,5.248848,0.9861751,470.0,2.1658986,32.76,-117.09,2.031
3.1932,17.0,3.7431781,1.0224719,1636.0,2.6260033,37.25,-121.83,1.234
4.0125,29.0,5.720268,1.0569514,1527.0,2.5577888,35.44,-119.02,0.844
4.625,34.0,132.53334,34.066666,36.0,2.4,38.8,-120.08,1.625
